"tvel-rfile"
"Time Step" "tvel etc.."
("Time Step" "tvel(t1)" "tvel(t2)" "flow-time")
8143 0.3940469 0 8.142846
8144 0.3955892 0 8.143847
8145 0.3970351 0 8.144847
8146 0.3983906 0 8.145847
8147 0.3996614 0 8.146848
8148 0.4008528 0 8.147848
8149 0.4019697 0 8.148849
8150 0.4030168 0 8.149849
8151 0.4039985 0 8.150849
8152 0.4049188 0 8.15185
8153 0.4057816 0 8.15285
8154 0.4065904 0 8.153851
8155 0.4073488 0 8.154851
8156 0.4080597 0 8.155851
8157 0.4087262 0 8.156852
8158 0.409351 0 8.157852
8159 0.4099367 0 8.158853
8160 0.4104859 0 8.159853
8161 0.4110008 0 8.160853
8162 0.4114834 0 8.161854
8163 0.4131615 0 8.162854
8164 0.4147348 0 8.163855
8165 0.4162097 0 8.164855
8166 0.4175924 0 8.165855
8167 0.4188887 0 8.166856
8168 0.420104 0 8.167856
8169 0.4212433 0 8.168857
8170 0.4223115 0 8.169857
8171 0.4233129 0 8.170857
8172 0.4242516 0 8.171858
8173 0.4251317 0 8.172858
8174 0.4259568 0 8.173859
8175 0.4267304 0 8.174859
8176 0.4274555 0 8.175859
8177 0.4281354 0 8.17686
8178 0.4287728 0 8.17786
8179 0.4293703 0 8.178861
8180 0.4299305 0 8.179861
8181 0.4304557 0 8.180861
8182 0.430948 0 8.181862
8183 0.4325421 0 8.182862
8184 0.4340367 0 8.183863
8185 0.4354378 0 8.184863
8186 0.4367513 0 8.185863
8187 0.4379828 0 8.186864
8188 0.4391373 0 8.187864
8189 0.4402196 0 8.188865
8190 0.4412342 0 8.189865
8191 0.4421855 0 8.190866
8192 0.4430773 0 8.191866
8193 0.4439134 0 8.192866
8194 0.4446972 0 8.193867
8195 0.445432 0 8.194867
8196 0.4461209 0 8.195868
8197 0.4467667 0 8.196868
8198 0.4473722 0 8.197868
8199 0.4479398 0 8.198869
8200 0.448472 0 8.199869
8201 0.4489709 0 8.20087
8202 0.4494386 0 8.20187
8203 0.4507762 0 8.20287
8204 0.4520302 0 8.203871
8205 0.4532059 0 8.204871
8206 0.454308 0 8.205872
8207 0.4553413 0 8.206872
8208 0.4563099 0 8.207872
8209 0.4572181 0 8.208873
8210 0.4580695 0 8.209873
8211 0.4588677 0 8.210874
8212 0.459616 0 8.211874
8213 0.4603175 0 8.212874
8214 0.4609752 0 8.213875
8215 0.4615917 0 8.214875
8216 0.4621698 0 8.215876
8217 0.4627117 0 8.216876
8218 0.4632197 0 8.217876
8219 0.463696 0 8.218877
8220 0.4641426 0 8.219877
8221 0.4645612 0 8.220878
8222 0.4649536 0 8.221878
8223 0.4659046 0 8.222878
8224 0.4667962 0 8.223879
8225 0.467632 0 8.224879
8226 0.4684156 0 8.22588
8227 0.4691502 0 8.22688
8228 0.4698389 0 8.22788
8229 0.4704846 0 8.228881
8230 0.4710899 0 8.229881
8231 0.4716574 0 8.230882
8232 0.4721894 0 8.231882
8233 0.4726882 0 8.232882
8234 0.4731558 0 8.233883
8235 0.4735942 0 8.234883
8236 0.4740051 0 8.235884
8237 0.4743904 0 8.236884
8238 0.4747516 0 8.237885
8239 0.4750902 0 8.238885
8240 0.4754077 0 8.239885
8241 0.4757053 0 8.240886
8242 0.4759843 0 8.241886
8243 0.4765176 0 8.242887
8244 0.4770176 0 8.243887
8245 0.4774863 0 8.244887
8246 0.4779257 0 8.245888
8247 0.4783377 0 8.246888
8248 0.4787239 0 8.247889
8249 0.479086 0 8.248889
8250 0.4794254 0 8.249889
8251 0.4797436 0 8.25089
8252 0.480042 0 8.25189
8253 0.4803216 0 8.252891
8254 0.4805838 0 8.253891
8255 0.4808297 0 8.254891
8256 0.4810601 0 8.255892
8257 0.4812762 0 8.256892
8258 0.4814788 0 8.257893
8259 0.4816686 0 8.258893
8260 0.4818466 0 8.259893
8261 0.4820136 0 8.260894
8262 0.48217 0 8.261894
8263 0.4828629 0 8.262895
8264 0.4835125 0 8.263895
8265 0.4841214 0 8.264895
8266 0.4846923 0 8.265896
8267 0.4852276 0 8.266896
8268 0.4857293 0 8.267897
8269 0.4861997 0 8.268897
8270 0.4866407 0 8.269897
8271 0.4870542 0 8.270898
8272 0.4874418 0 8.271898
8273 0.4878051 0 8.272899
8274 0.4881458 0 8.273899
8275 0.4884652 0 8.274899
8276 0.4887646 0 8.2759
8277 0.4890453 0 8.2769
8278 0.4893085 0 8.277901
8279 0.4895552 0 8.278901
8280 0.4897865 0 8.279902
8281 0.4900033 0 8.280902
8282 0.4902066 0 8.281902
8283 0.4908845 0 8.282903
8284 0.4915201 0 8.283903
8285 0.492116 0 8.284904
8286 0.4926746 0 8.285904
8287 0.4931983 0 8.286904
8288 0.4936893 0 8.287905
8289 0.4941496 0 8.288905
8290 0.4945811 0 8.289906
8291 0.4949857 0 8.290906
8292 0.495365 0 8.291906
8293 0.4957205 0 8.292907
8294 0.4960539 0 8.293907
8295 0.4963664 0 8.294908
8296 0.4966593 0 8.295908
8297 0.496934 0 8.296908
8298 0.4971915 0 8.297909
8299 0.4974329 0 8.298909
8300 0.4976592 0 8.29991
8301 0.4978714 0 8.30091
8302 0.4980703 0 8.30191
8303 0.4982852 0 8.302911
8304 0.4984867 0 8.303911
8305 0.4986756 0 8.304912
8306 0.4988527 0 8.305912
8307 0.4990187 0 8.306912
8308 0.4991743 0 8.307913
8309 0.4993202 0 8.308913
8310 0.499457 0 8.309914
8311 0.4995852 0 8.310914
8312 0.4997055 0 8.311914
8313 0.4998182 0 8.312915
8314 0.4999238 0 8.313915
8315 0.5000229 0 8.314916
8316 0.5001158 0 8.315916
8317 0.5002028 0 8.316916
8318 0.5002844 0 8.317917
8319 0.500361 0 8.318917
8320 0.5004327 0 8.319918
8321 0.5005 0 8.320918
8322 0.500563 0 8.321918
8323 0.49988 0 8.322919
8324 0.4992397 0 8.323919
8325 0.4986393 0 8.32492
8326 0.4980765 0 8.32592
8327 0.4975489 0 8.326921
8328 0.4970542 0 8.327921
8329 0.4965905 0 8.328921
8330 0.4961557 0 8.329922
8331 0.4957482 0 8.330922
8332 0.4953661 0 8.331923
8333 0.4950078 0 8.332923
8334 0.494672 0 8.333923
8335 0.4943571 0 8.334924
8336 0.494062 0 8.335924
8337 0.4937853 0 8.336925
8338 0.4935258 0 8.337925
8339 0.4932826 0 8.338925
8340 0.4930546 0 8.339926
8341 0.4928409 0 8.340926
8342 0.4926405 0 8.341927
8343 0.490843 0 8.342927
8344 0.489158 0 8.343927
8345 0.4875782 0 8.344928
8346 0.4860972 0 8.345928
8347 0.4847087 0 8.346929
8348 0.483407 0 8.347929
8349 0.4821866 0 8.348929
8350 0.4810426 0 8.34993
8351 0.47997 0 8.35093
8352 0.4789645 0 8.351931
8353 0.4780218 0 8.352931
8354 0.477138 0 8.353931
8355 0.4763095 0 8.354932
8356 0.4755328 0 8.355932
8357 0.4748046 0 8.356933
8358 0.4741219 0 8.357933
8359 0.4734819 0 8.358933
8360 0.4728819 0 8.359934
8361 0.4723194 0 8.360934
8362 0.471792 0 8.361935
8363 0.4690557 0 8.362935
8364 0.4664904 0 8.363935
8365 0.4640855 0 8.364936
8366 0.4618309 0 8.365936
8367 0.4597172 0 8.366937
8368 0.4577356 0 8.367937
8369 0.4558778 0 8.368937
8370 0.4541362 0 8.369938
8371 0.4525034 0 8.370938
8372 0.4509726 0 8.371939
8373 0.4495376 0 8.372939
8374 0.4481922 0 8.37394
8375 0.4469309 0 8.37494
8376 0.4457484 0 8.37594
8377 0.4446399 0 8.376941
8378 0.4436006 0 8.377941
8379 0.4426263 0 8.378942
8380 0.4417129 0 8.379942
8381 0.4408565 0 8.380942
8382 0.4400538 0 8.381943
8383 0.4369061 0 8.382943
8384 0.4339552 0 8.383944
8385 0.4311887 0 8.384944
8386 0.4285951 0 8.385944
8387 0.4261636 0 8.386945
8388 0.4238842 0 8.387945
8389 0.4217471 0 8.388946
8390 0.4197436 0 8.389946
8391 0.4178654 0 8.390946
8392 0.4161045 0 8.391947
8393 0.4144537 0 8.392947
8394 0.4129061 0 8.393948
8395 0.4114552 0 8.394948
8396 0.4100949 0 8.395948
8397 0.4088197 0 8.396949
8398 0.4076242 0 8.397949
8399 0.4065034 0 8.39895
8400 0.4054526 0 8.39995
8401 0.4044676 0 8.40095
8402 0.4035441 0 8.401951
8403 0.4014504 0 8.402951
8404 0.3994876 0 8.403952
8405 0.3976474 0 8.404952
8406 0.3959223 0 8.405952
8407 0.394305 0 8.406953
8408 0.3927887 0 8.407953
8409 0.3913673 0 8.408954
8410 0.3900346 0 8.409954
8411 0.3887853 0 8.410954
8412 0.387614 0 8.411955
8413 0.386516 0 8.412955
8414 0.3854866 0 8.413956
8415 0.3845215 0 8.414956
8416 0.3836167 0 8.415956
8417 0.3827685 0 8.416957
8418 0.3819733 0 8.417957
8419 0.3812278 0 8.418958
8420 0.3805289 0 8.419958
8421 0.3798737 0 8.420959
8422 0.3792594 0 8.421959
8423 0.3793192 0 8.422959
8424 0.3793752 0 8.42396
8425 0.3794278 0 8.42496
8426 0.3794771 0 8.425961
8427 0.3795233 0 8.426961
8428 0.3795666 0 8.427961
8429 0.3796071 0 8.428962
8430 0.3796452 0 8.429962
8431 0.3796809 0 8.430963
8432 0.3797144 0 8.431963
8433 0.3797458 0 8.432963
8434 0.3797751 0 8.433964
8435 0.3798027 0 8.434964
8436 0.3798286 0 8.435965
8437 0.3798528 0 8.436965
8438 0.3798755 0 8.437965
8439 0.3798968 0 8.438966
8440 0.3799168 0 8.439966
8441 0.3799355 0 8.440967
8442 0.379953 0 8.441967
8443 0.3812271 0 8.442967
8444 0.3824215 0 8.443968
8445 0.3835413 0 8.444968
8446 0.384591 0 8.445969
8447 0.3855752 0 8.446969
8448 0.3864979 0 8.447969
8449 0.3873629 0 8.44897
8450 0.3881738 0 8.44997
8451 0.3889341 0 8.450971
8452 0.3896468 0 8.451971
8453 0.390315 0 8.452971
8454 0.3909414 0 8.453972
8455 0.3915287 0 8.454972
8456 0.3920793 0 8.455973
8457 0.3925954 0 8.456973
8458 0.3930793 0 8.457973
8459 0.393533 0 8.458974
8460 0.3939583 0 8.459974
8461 0.394357 0 8.460975
8462 0.3947308 0 8.461975
8463 0.3963967 0 8.462976
8464 0.3979584 0 8.463976
8465 0.3994225 0 8.464976
8466 0.4007951 0 8.465977
8467 0.4020819 0 8.466977
8468 0.4032884 0 8.467978
8469 0.4044193 0 8.468978
8470 0.4054796 0 8.469978
8471 0.4064737 0 8.470979
8472 0.4074056 0 8.471979
8473 0.4082793 0 8.47298
8474 0.4090984 0 8.47398
8475 0.4098662 0 8.47498
8476 0.4105861 0 8.475981
8477 0.411261 0 8.476981
8478 0.4118937 0 8.477982
8479 0.4124869 0 8.478982
8480 0.413043 0 8.479982
8481 0.4135643 0 8.480983
8482 0.4140531 0 8.481983
8483 0.4157268 0 8.482984
8484 0.4172959 0 8.483984
8485 0.418767 0 8.484984
8486 0.4201461 0 8.485985
8487 0.421439 0 8.486985
8488 0.4226511 0 8.487986
8489 0.4237875 0 8.488986
8490 0.4248528 0 8.489986
8491 0.4258516 0 8.490987
8492 0.4267879 0 8.491987
8493 0.4276657 0 8.492988
8494 0.4284887 0 8.493988
8495 0.4292602 0 8.494988
8496 0.4299835 0 8.495989
8497 0.4306616 0 8.496989
8498 0.4312973 0 8.49799
8499 0.4318933 0 8.49899
8500 0.432452 0 8.49999
8501 0.4329758 0 8.500991
8502 0.4334669 0 8.501991
8503 0.4350385 0 8.502992
8504 0.4365119 0 8.503992
8505 0.4378933 0 8.504992
8506 0.4391883 0 8.505993
8507 0.4404024 0 8.506993
8508 0.4415405 0 8.507994
8509 0.4426076 0 8.508994
8510 0.443608 0 8.509995
8511 0.4445458 0 8.510995
8512 0.445425 0 8.511995
8513 0.4462492 0 8.512996
8514 0.447022 0 8.513996
8515 0.4477465 0 8.514997
8516 0.4484257 0 8.515997
8517 0.4490624 0 8.516997
8518 0.4496593 0 8.517998
8519 0.450219 0 8.518998
8520 0.4507436 0 8.519999
8521 0.4512355 0 8.520999
8522 0.4516966 0 8.521999
8523 0.4529867 0 8.523
8524 0.4541962 0 8.524
8525 0.4553301 0 8.525001
8526 0.4563932 0 8.526001
8527 0.4573897 0 8.527001
8528 0.458324 0 8.528002
8529 0.4592 0 8.529002
8530 0.4600211 0 8.530003
8531 0.460791 0 8.531003
8532 0.4615127 0 8.532003
8533 0.4621893 0 8.533004
8534 0.4628236 0 8.534004
8535 0.4634184 0 8.535005
8536 0.4639759 0 8.536005
8537 0.4644986 0 8.537005
8538 0.4649886 0 8.538006
8539 0.465448 0 8.539006
8540 0.4658786 0 8.540007
8541 0.4662824 0 8.541007
8542 0.4666609 0 8.542007
8543 0.4675492 0 8.543008
8544 0.4683821 0 8.544008
8545 0.4691628 0 8.545009
8546 0.4698948 0 8.546009
8547 0.470581 0 8.547009
8548 0.4712243 0 8.54801
8549 0.4718274 0 8.54901
8550 0.4723929 0 8.550011
8551 0.4729229 0 8.551011
8552 0.4734199 0 8.552011
8553 0.4738858 0 8.553012
8554 0.4743226 0 8.554012
8555 0.474732 0 8.555013
8556 0.4751159 0 8.556013
8557 0.4754758 0 8.557014
8558 0.4758132 0 8.558014
8559 0.4761295 0 8.559014
8560 0.4764261 0 8.560015
8561 0.4767041 0 8.561015
8562 0.4769647 0 8.562016
8563 0.4774849 0 8.563016
8564 0.4779725 0 8.564016
8565 0.4784297 0 8.565017
8566 0.4788583 0 8.566017
8567 0.4792601 0 8.567018
8568 0.4796367 0 8.568018
8569 0.4799899 0 8.569018
8570 0.480321 0 8.570019
8571 0.4806314 0 8.571019
8572 0.4809223 0 8.57202
8573 0.4811952 0 8.57302
8574 0.4814509 0 8.57402
8575 0.4816906 0 8.575021
8576 0.4819154 0 8.576021
8577 0.4821261 0 8.577022
8578 0.4823237 0 8.578022
8579 0.4825089 0 8.579022
8580 0.4826826 0 8.580023
8581 0.4828453 0 8.581023
8582 0.482998 0 8.582024
8583 0.4837124 0 8.583024
8584 0.4843822 0 8.584024
8585 0.4850101 0 8.585025
8586 0.4855987 0 8.586025
8587 0.4861506 0 8.587026
8588 0.486668 0 8.588026
8589 0.4871531 0 8.589026
8590 0.4876078 0 8.590027
8591 0.4880341 0 8.591027
8592 0.4884338 0 8.592028
8593 0.4888085 0 8.593028
8594 0.4891597 0 8.594028
8595 0.4894891 0 8.595029
8596 0.4897978 0 8.596029
8597 0.4900872 0 8.59703
8598 0.4903586 0 8.59803
8599 0.4906129 0 8.59903
8600 0.4908514 0 8.600031
8601 0.491075 0 8.601031
8602 0.4912846 0 8.602032
8603 0.4919367 0 8.603032
8604 0.4925481 0 8.604033
8605 0.4931212 0 8.605033
8606 0.4936585 0 8.606033
8607 0.4941623 0 8.607034
8608 0.4946345 0 8.608034
8609 0.4950772 0 8.609035
8610 0.4954923 0 8.610035
8611 0.4958814 0 8.611035
8612 0.4962462 0 8.612036
8613 0.4965882 0 8.613036
8614 0.4969088 0 8.614037
8615 0.4972094 0 8.615037
8616 0.4974912 0 8.616037
8617 0.4977554 0 8.617038
8618 0.4980031 0 8.618038
8619 0.4982353 0 8.619039
8620 0.498453 0 8.620039
8621 0.498657 0 8.621039
8622 0.4988484 0 8.62204
8623 0.4989536 0 8.62304
8624 0.4990523 0 8.624041
8625 0.4991448 0 8.625041
8626 0.4992315 0 8.626041
8627 0.4993128 0 8.627042
8628 0.4993891 0 8.628042
8629 0.4994606 0 8.629043
8630 0.4995275 0 8.630043
8631 0.4995904 0 8.631043
8632 0.4996492 0 8.632044
8633 0.4997044 0 8.633044
8634 0.4997562 0 8.634045
8635 0.4998047 0 8.635045
8636 0.4998502 0 8.636045
8637 0.4998928 0 8.637046
8638 0.4999328 0 8.638046
8639 0.4999703 0 8.639047
8640 0.5000054 0 8.640047
8641 0.5000384 0 8.641047
8642 0.5000692 0 8.642048
8643 0.4992537 0 8.643048
8644 0.4984891 0 8.644049
8645 0.4977722 0 8.645049
8646 0.4971002 0 8.646049
8647 0.4964702 0 8.64705
8648 0.4958796 0 8.64805
8649 0.4953258 0 8.649051
8650 0.4948067 0 8.650051
8651 0.4943201 0 8.651052
8652 0.4938638 0 8.652052
8653 0.4934361 0 8.653052
8654 0.493035 0 8.654053
8655 0.4926591 0 8.655053
8656 0.4923066 0 8.656054
8657 0.4919762 0 8.657054
8658 0.4916665 0 8.658054
8659 0.491376 0 8.659055
8660 0.4911038 0 8.660055
8661 0.4908485 0 8.661056
8662 0.4906093 0 8.662056
8663 0.4886695 0 8.663056
8664 0.4868509 0 8.664057
8665 0.485146 0 8.665057
8666 0.4835477 0 8.666058
8667 0.4820493 0 8.667058
8668 0.4806445 0 8.668058
8669 0.4793275 0 8.669059
8670 0.4780928 0 8.670059
8671 0.4769353 0 8.67106
8672 0.4758501 0 8.67206
8673 0.4748328 0 8.67306
8674 0.473879 0 8.674061
8675 0.4729849 0 8.675061
8676 0.4721466 0 8.676062
8677 0.4713607 0 8.677062
8678 0.470624 0 8.678062
8679 0.4699333 0 8.679063
8680 0.4692858 0 8.680063
8681 0.4686787 0 8.681064
8682 0.4681096 0 8.682064
8683 0.4652656 0 8.683064
8684 0.4625994 0 8.684065
8685 0.4600998 0 8.685065
8686 0.4577565 0 8.686066
8687 0.4555596 0 8.687066
8688 0.4535 0 8.688066
8689 0.4515691 0 8.689067
8690 0.4497589 0 8.690067
8691 0.4480619 0 8.691068
8692 0.4464709 0 8.692068
8693 0.4449794 0 8.693069
8694 0.4435811 0 8.694069
8695 0.4422701 0 8.695069
8696 0.4410411 0 8.69607
8697 0.439889 0 8.69707
8698 0.4388088 0 8.698071
8699 0.4377961 0 8.699071
8700 0.4368468 0 8.700071
8701 0.4359567 0 8.701072
8702 0.4351223 0 8.702072
8703 0.4320226 0 8.703073
8704 0.4291167 0 8.704073
8705 0.4263924 0 8.705073
8706 0.4238383 0 8.706074
8707 0.4214439 0 8.707074
8708 0.4191991 0 8.708075
8709 0.4170946 0 8.709075
8710 0.4151217 0 8.710075
8711 0.4132721 0 8.711076
8712 0.411538 0 8.712076
8713 0.4099124 0 8.713077
8714 0.4083883 0 8.714077
8715 0.4069595 0 8.715077
8716 0.40562 0 8.716078
8717 0.4043642 0 8.717078
8718 0.4031869 0 8.718079
8719 0.4020832 0 8.719079
8720 0.4010485 0 8.720079
8721 0.4000784 0 8.72108
8722 0.399169 0 8.72208
8723 0.3973718 0 8.723081
8724 0.395687 0 8.724081
8725 0.3941074 0 8.725081
8726 0.3926266 0 8.726082
8727 0.3912383 0 8.727082
8728 0.3899367 0 8.728083
8729 0.3887166 0 8.729083
8730 0.3875727 0 8.730083
8731 0.3865002 0 8.731084
8732 0.3854949 0 8.732084
8733 0.3845523 0 8.733085
8734 0.3836687 0 8.734085
8735 0.3828403 0 8.735085
8736 0.3820636 0 8.736086
8737 0.3813356 0 8.737086
8738 0.3806529 0 8.738087
8739 0.380013 0 8.739087
8740 0.3794131 0 8.740088
8741 0.3788507 0 8.741088
8742 0.3783234 0 8.742088
8743 0.3785948 0 8.743089
8744 0.3788493 0 8.744089
8745 0.3790879 0 8.74509
8746 0.3793117 0 8.74609
8747 0.3795214 0 8.74709
8748 0.379718 0 8.748091
8749 0.3799023 0 8.749091
8750 0.3800751 0 8.750092
8751 0.3802371 0 8.751092
8752 0.3803889 0 8.752092
8753 0.3805313 0 8.753093
8754 0.3806648 0 8.754093
8755 0.3807899 0 8.755094
8756 0.3809072 0 8.756094
8757 0.3810172 0 8.757094
8758 0.3811204 0 8.758095
8759 0.381217 0 8.759095
8760 0.3813076 0 8.760096
8761 0.3813926 0 8.761096
8762 0.3814722 0 8.762096
8763 0.3828222 0 8.763097
8764 0.3840878 0 8.764097
8765 0.3852742 0 8.765098
8766 0.3863865 0 8.766098
8767 0.3874294 0 8.767098
8768 0.388407 0 8.768099
8769 0.3893235 0 8.769099
8770 0.3901828 0 8.7701
8771 0.3909883 0 8.7711
8772 0.3917435 0 8.7721
8773 0.3924515 0 8.773101
8774 0.3931152 0 8.774101
8775 0.3937375 0 8.775102
8776 0.3943208 0 8.776102
8777 0.3948677 0 8.777102
8778 0.3953805 0 8.778103
8779 0.3958612 0 8.779103
8780 0.3963118 0 8.780104
8781 0.3967343 0 8.781104
8782 0.3971303 0 8.782104
8783 0.3988105 0 8.783105
8784 0.4003856 0 8.784105
8785 0.4018624 0 8.785106
8786 0.4032468 0 8.786106
8787 0.4045447 0 8.787107
8788 0.4057614 0 8.788107
8789 0.4069022 0 8.789107
8790 0.4079716 0 8.790108
8791 0.4089742 0 8.791108
8792 0.4099141 0 8.792109
8793 0.4107953 0 8.793109
8794 0.4116214 0 8.794109
8795 0.4123958 0 8.79511
8796 0.4131219 0 8.79611
8797 0.4138026 0 8.797111
8798 0.4144408 0 8.798111
8799 0.415039 0 8.799111
8800 0.4155999 0 8.800112
8801 0.4161257 0 8.801112
8802 0.4166186 0 8.802113
8803 0.4182869 0 8.803113
8804 0.4198509 0 8.804113
8805 0.4213172 0 8.805114
8806 0.4226918 0 8.806114
8807 0.4239805 0 8.807115
8808 0.4251886 0 8.808115
8809 0.4263213 0 8.809115
8810 0.4273831 0 8.810116
8811 0.4283786 0 8.811116
8812 0.4293119 0 8.812117
8813 0.4301868 0 8.813117
8814 0.4310071 0 8.814117
8815 0.431776 0 8.815118
8816 0.432497 0 8.816118
8817 0.4331729 0 8.817119
8818 0.4338064 0 8.818119
8819 0.4344005 0 8.819119
8820 0.4349574 0 8.82012
8821 0.4354795 0 8.82112
8822 0.4359689 0 8.822121
8823 0.4375148 0 8.823121
8824 0.4389641 0 8.824121
8825 0.4403228 0 8.825122
8826 0.4415966 0 8.826122
8827 0.4427908 0 8.827123
8828 0.4439103 0 8.828123
8829 0.4449598 0 8.829123
8830 0.4459438 0 8.830124
8831 0.4468663 0 8.831124
8832 0.4477311 0 8.832125
8833 0.4485418 0 8.833125
8834 0.449302 0 8.834126
8835 0.4500145 0 8.835126
8836 0.4506826 0 8.836126
8837 0.4513088 0 8.837127
8838 0.451896 0 8.838127
8839 0.4524465 0 8.839128
8840 0.4529625 0 8.840128
8841 0.4534463 0 8.841128
8842 0.4538999 0 8.842129
8843 0.4551408 0 8.843129
8844 0.4563041 0 8.84413
8845 0.4573948 0 8.84513
8846 0.4584173 0 8.84613
8847 0.4593759 0 8.847131
8848 0.4602745 0 8.848131
8849 0.4611171 0 8.849132
8850 0.4619069 0 8.850132
8851 0.4626474 0 8.851132
8852 0.4633416 0 8.852133
8853 0.4639924 0 8.853133
8854 0.4646025 0 8.854134
8855 0.4651746 0 8.855134
8856 0.4657108 0 8.856134
8857 0.4662135 0 8.857135
8858 0.4666848 0 8.858135
8859 0.4671267 0 8.859136
8860 0.4675409 0 8.860136
8861 0.4679293 0 8.861136
8862 0.4682934 0 8.862137
8863 0.4691219 0 8.863137
8864 0.4698986 0 8.864138
8865 0.4706268 0 8.865138
8866 0.4713095 0 8.866138
8867 0.4719495 0 8.867139
8868 0.4725494 0 8.868139
8869 0.4731119 0 8.86914
8870 0.4736393 0 8.87014
8871 0.4741337 0 8.87114
8872 0.4745972 0 8.872141
8873 0.4750316 0 8.873141
8874 0.475439 0 8.874142
8875 0.4758209 0 8.875142
8876 0.4761789 0 8.876143
8877 0.4765146 0 8.877143
8878 0.4768293 0 8.878143
8879 0.4771243 0 8.879144
8880 0.4774009 0 8.880144
8881 0.4776602 0 8.881145
8882 0.4779032 0 8.882145
8883 0.478412 0 8.883145
8884 0.478889 0 8.884146
8885 0.4793361 0 8.885146
8886 0.4797554 0 8.886147
8887 0.4801484 0 8.887147
8888 0.4805168 0 8.888147
8889 0.4808623 0 8.889148
8890 0.4811861 0 8.890148
8891 0.4814897 0 8.891149
8892 0.4817743 0 8.892149
8893 0.4820411 0 8.893149
8894 0.4822912 0 8.89415
8895 0.4825258 0 8.89515
8896 0.4827456 0 8.896151
8897 0.4829518 0 8.897151
8898 0.483145 0 8.898151
8899 0.4833262 0 8.899152
8900 0.483496 0 8.900152
8901 0.4836552 0 8.901153
8902 0.4838045 0 8.902153
8903 0.4845389 0 8.903153
8904 0.4852273 0 8.904154
8905 0.4858727 0 8.905154
8906 0.4864778 0 8.906155
8907 0.487045 0 8.907155
8908 0.4875769 0 8.908155
8909 0.4880755 0 8.909156
8910 0.4885429 0 8.910156
8911 0.4889811 0 8.911157
8912 0.4893919 0 8.912157
8913 0.489777 0 8.913157
8914 0.4901381 0 8.914158
8915 0.4904766 0 8.915158
8916 0.4907939 0 8.916159
8917 0.4910915 0 8.917159
8918 0.4913703 0 8.918159
8919 0.4916319 0 8.91916
8920 0.491877 0 8.92016
8921 0.4921068 0 8.921161
8922 0.4923223 0 8.922161
8923 0.4929411 0 8.923162
8924 0.4935213 0 8.924162
8925 0.4940652 0 8.925162
8926 0.4945752 0 8.926163
8927 0.4950532 0 8.927163
8928 0.4955014 0 8.928164
8929 0.4959216 0 8.929164
8930 0.4963154 0 8.930164
8931 0.4966847 0 8.931165
8932 0.4970309 0 8.932165
8933 0.4973555 0 8.933166
8934 0.4976598 0 8.934166
8935 0.4979451 0 8.935166
8936 0.4982125 0 8.936167
8937 0.4984632 0 8.937167
8938 0.4986983 0 8.938168
8939 0.4989187 0 8.939168
8940 0.4991252 0 8.940168
8941 0.4993189 0 8.941169
8942 0.4995005 0 8.942169
8943 0.4994914 0 8.94317
8944 0.4994829 0 8.94417
8945 0.4994749 0 8.94517
8946 0.4994675 0 8.946171
8947 0.4994605 0 8.947171
8948 0.4994539 0 8.948172
8949 0.4994478 0 8.949172
8950 0.499442 0 8.950172
8951 0.4994366 0 8.951173
8952 0.4994316 0 8.952173
8953 0.4994268 0 8.953174
8954 0.4994223 0 8.954174
8955 0.4994181 0 8.955174
8956 0.4994142 0 8.956175
8957 0.4994105 0 8.957175
8958 0.4994071 0 8.958176
8959 0.4994039 0 8.959176
8960 0.4994008 0 8.960176
8961 0.499398 0 8.961177
8962 0.4993953 0 8.962177
8963 0.4984444 0 8.963178
8964 0.4975529 0 8.964178
8965 0.4967172 0 8.965178
8966 0.4959336 0 8.966179
8967 0.4951991 0 8.967179
8968 0.4945104 0 8.96818
8969 0.4938648 0 8.96918
8970 0.4932595 0 8.970181
8971 0.4926921 0 8.971181
8972 0.4921601 0 8.972181
8973 0.4916614 0 8.973182
8974 0.4911939 0 8.974182
8975 0.4907555 0 8.975183
8976 0.4903446 0 8.976183
8977 0.4899594 0 8.977183
8978 0.4895982 0 8.978184
8979 0.4892596 0 8.979184
8980 0.4889421 0 8.980185
8981 0.4886446 0 8.981185
8982 0.4883655 0 8.982185
8983 0.4862933 0 8.983186
8984 0.4843504 0 8.984186
8985 0.4825291 0 8.985187
8986 0.4808215 0 8.986187
8987 0.4792207 0 8.987187
8988 0.47772 0 8.988188
8989 0.476313 0 8.989188
8990 0.474994 0 8.990189
8991 0.4737574 0 8.991189
8992 0.4725981 0 8.992189
8993 0.4715112 0 8.99319
8994 0.4704923 0 8.99419
8995 0.4695371 0 8.995191
8996 0.4686416 0 8.996191
8997 0.467802 0 8.997191
8998 0.4670149 0 8.998192
8999 0.466277 0 8.999192
9000 0.4655852 0 9.000193
9001 0.4649367 0 9.001193
9002 0.4643286 0 9.002193
9003 0.4613911 0 9.003194
9004 0.4586371 0 9.004194
9005 0.4560553 0 9.005195
9006 0.4536348 0 9.006195
9007 0.4513657 0 9.007195
9008 0.4492383 0 9.008196
9009 0.4472439 0 9.009196
9010 0.4453741 0 9.010197
9011 0.4436213 0 9.011197
9012 0.4419779 0 9.012197
9013 0.4404373 0 9.013198
9014 0.4389929 0 9.014198
9015 0.4376389 0 9.015199
9016 0.4363695 0 9.016199
9017 0.4351794 0 9.0172
9018 0.4340636 0 9.0182
9019 0.4330176 0 9.0192
