"tvel-rfile"
"Time Step" "tvel etc.."
("Time Step" "tvel(t1)" "tvel(t2)" "flow-time")
5184 0.4908558 0 5.183992
5185 0.4890724 0 5.184992
5186 0.4874005 0 5.185992
5187 0.4858331 0 5.186992
5188 0.4843637 0 5.187992
5189 0.4829862 0 5.188992
5190 0.4816947 0 5.189992
5191 0.4804839 0 5.190992
5192 0.4793488 0 5.191992
5193 0.4782847 0 5.192992
5194 0.4772871 0 5.193992
5195 0.4763517 0 5.194992
5196 0.475475 0 5.195992
5197 0.4746529 0 5.196991
5198 0.4738823 0 5.197991
5199 0.4731598 0 5.198991
5200 0.4724824 0 5.199991
5201 0.4718474 0 5.200991
5202 0.4712521 0 5.201991
5203 0.4678771 0 5.202991
5204 0.4647131 0 5.203991
5205 0.4617468 0 5.204991
5206 0.4589659 0 5.205991
5207 0.4563589 0 5.206991
5208 0.4539147 0 5.207991
5209 0.4516233 0 5.208991
5210 0.4494751 0 5.209991
5211 0.4474612 0 5.21099
5212 0.4455732 0 5.21199
5213 0.4438031 0 5.21299
5214 0.4421437 0 5.21399
5215 0.4405881 0 5.21499
5216 0.4391296 0 5.21599
5217 0.4377623 0 5.21699
5218 0.4364804 0 5.21799
5219 0.4352787 0 5.21899
5220 0.434152 0 5.21999
5221 0.4330958 0 5.22099
5222 0.4321056 0 5.22199
5223 0.4281319 0 5.22299
5224 0.4244065 0 5.223989
5225 0.4209139 0 5.224989
5226 0.4176397 0 5.225989
5227 0.41457 0 5.226989
5228 0.4116922 0 5.227989
5229 0.4089943 0 5.228989
5230 0.4064651 0 5.229989
5231 0.4040939 0 5.230989
5232 0.4018708 0 5.231989
5233 0.3997867 0 5.232989
5234 0.397833 0 5.233989
5235 0.3960012 0 5.234989
5236 0.394284 0 5.235989
5237 0.3926741 0 5.236989
5238 0.3911648 0 5.237988
5239 0.3897499 0 5.238988
5240 0.3884234 0 5.239988
5241 0.3871798 0 5.240988
5242 0.3860139 0 5.241988
5243 0.3843258 0 5.242988
5244 0.3827431 0 5.243988
5245 0.3812595 0 5.244988
5246 0.3798685 0 5.245988
5247 0.3785645 0 5.246988
5248 0.3773419 0 5.247988
5249 0.3761958 0 5.248988
5250 0.3751214 0 5.249988
5251 0.374114 0 5.250988
5252 0.3731696 0 5.251987
5253 0.3722842 0 5.252987
5254 0.3714542 0 5.253987
5255 0.3706761 0 5.254987
5256 0.3699466 0 5.255987
5257 0.3692627 0 5.256987
5258 0.3686215 0 5.257987
5259 0.3680204 0 5.258987
5260 0.3674569 0 5.259987
5261 0.3669286 0 5.260987
5262 0.3664333 0 5.261987
5263 0.3673353 0 5.262987
5264 0.368181 0 5.263987
5265 0.3689737 0 5.264987
5266 0.369717 0 5.265986
5267 0.3704138 0 5.266986
5268 0.3710671 0 5.267986
5269 0.3716795 0 5.268986
5270 0.3722536 0 5.269986
5271 0.3727919 0 5.270986
5272 0.3732965 0 5.271986
5273 0.3737696 0 5.272986
5274 0.3742131 0 5.273986
5275 0.3746289 0 5.274986
5276 0.3750187 0 5.275986
5277 0.3753841 0 5.276986
5278 0.3757267 0 5.277986
5279 0.3760479 0 5.278986
5280 0.376349 0 5.279985
5281 0.3766313 0 5.280985
5282 0.376896 0 5.281985
5283 0.3789086 0 5.282985
5284 0.3807955 0 5.283985
5285 0.3825645 0 5.284985
5286 0.3842229 0 5.285985
5287 0.3857777 0 5.286985
5288 0.3872352 0 5.287985
5289 0.3886017 0 5.288985
5290 0.3898827 0 5.289985
5291 0.3910837 0 5.290985
5292 0.3922097 0 5.291985
5293 0.3932652 0 5.292984
5294 0.3942548 0 5.293984
5295 0.3951825 0 5.294984
5296 0.3960524 0 5.295984
5297 0.3968677 0 5.296984
5298 0.3976322 0 5.297984
5299 0.3983488 0 5.298984
5300 0.3990207 0 5.299984
5301 0.3996506 0 5.300984
5302 0.4002411 0 5.301984
5303 0.402465 0 5.302984
5304 0.4045499 0 5.303984
5305 0.4065045 0 5.304984
5306 0.408337 0 5.305984
5307 0.4100549 0 5.306983
5308 0.4116654 0 5.307983
5309 0.4131753 0 5.308983
5310 0.4145908 0 5.309983
5311 0.4159179 0 5.310983
5312 0.417162 0 5.311983
5313 0.4183283 0 5.312983
5314 0.4194218 0 5.313983
5315 0.4204469 0 5.314983
5316 0.4214079 0 5.315983
5317 0.4223089 0 5.316983
5318 0.4231536 0 5.317983
5319 0.4239455 0 5.318983
5320 0.4246879 0 5.319983
5321 0.4253838 0 5.320982
5322 0.4260363 0 5.321982
5323 0.4276091 0 5.322982
5324 0.4290836 0 5.323982
5325 0.4304659 0 5.324982
5326 0.4317619 0 5.325982
5327 0.4329768 0 5.326982
5328 0.4341158 0 5.327982
5329 0.4351836 0 5.328982
5330 0.4361847 0 5.329982
5331 0.4371232 0 5.330982
5332 0.4380031 0 5.331982
5333 0.4388279 0 5.332982
5334 0.4396012 0 5.333982
5335 0.4403262 0 5.334981
5336 0.4410059 0 5.335981
5337 0.4416431 0 5.336981
5338 0.4422404 0 5.337981
5339 0.4428004 0 5.338981
5340 0.4433255 0 5.339981
5341 0.4438177 0 5.340981
5342 0.4442791 0 5.341981
5343 0.445865 0 5.342981
5344 0.4473518 0 5.343981
5345 0.4487457 0 5.344981
5346 0.4500524 0 5.345981
5347 0.4512775 0 5.346981
5348 0.452426 0 5.34798
5349 0.4535027 0 5.34898
5350 0.4545121 0 5.34998
5351 0.4554585 0 5.35098
5352 0.4563457 0 5.35198
5353 0.4571774 0 5.35298
5354 0.4579572 0 5.35398
5355 0.4586883 0 5.35498
5356 0.4593736 0 5.35598
5357 0.4600161 0 5.35698
5358 0.4606184 0 5.35798
5359 0.4611831 0 5.35898
5360 0.4617125 0 5.35998
5361 0.4622089 0 5.36098
5362 0.4626741 0 5.361979
5363 0.4642906 0 5.362979
5364 0.4658059 0 5.363979
5365 0.4672266 0 5.364979
5366 0.4685585 0 5.365979
5367 0.4698071 0 5.366979
5368 0.4709777 0 5.367979
5369 0.4720752 0 5.368979
5370 0.473104 0 5.369979
5371 0.4740685 0 5.370979
5372 0.4749728 0 5.371979
5373 0.4758206 0 5.372979
5374 0.4766153 0 5.373979
5375 0.4773604 0 5.374979
5376 0.4780589 0 5.375978
5377 0.4787138 0 5.376978
5378 0.4793277 0 5.377978
5379 0.4799033 0 5.378978
5380 0.4804429 0 5.379978
5381 0.4809487 0 5.380978
5382 0.481423 0 5.381978
5383 0.4827652 0 5.382978
5384 0.4840236 0 5.383978
5385 0.4852032 0 5.384978
5386 0.4863092 0 5.385978
5387 0.487346 0 5.386978
5388 0.488318 0 5.387978
5389 0.4892293 0 5.388978
5390 0.4900836 0 5.389977
5391 0.4908845 0 5.390977
5392 0.4916354 0 5.391977
5393 0.4923394 0 5.392977
5394 0.4929993 0 5.393977
5395 0.493618 0 5.394977
5396 0.494198 0 5.395977
5397 0.4947418 0 5.396977
5398 0.4952516 0 5.397977
5399 0.4957296 0 5.398977
5400 0.4961776 0 5.399977
5401 0.4965976 0 5.400977
5402 0.4969914 0 5.401977
5403 0.4977464 0 5.402977
5404 0.4984542 0 5.403976
5405 0.4991177 0 5.404976
5406 0.4997397 0 5.405976
5407 0.5003229 0 5.406976
5408 0.5008697 0 5.407976
5409 0.5013822 0 5.408976
5410 0.5018628 0 5.409976
5411 0.5023133 0 5.410976
5412 0.5027356 0 5.411976
5413 0.5031315 0 5.412976
5414 0.5035027 0 5.413976
5415 0.5038507 0 5.414976
5416 0.504177 0 5.415976
5417 0.5044828 0 5.416975
5418 0.5047696 0 5.417975
5419 0.5050384 0 5.418975
5420 0.5052904 0 5.419975
5421 0.5055266 0 5.420975
5422 0.5057482 0 5.421975
5423 0.5066719 0 5.422975
5424 0.507538 0 5.423975
5425 0.5083498 0 5.424975
5426 0.509111 0 5.425975
5427 0.5098246 0 5.426975
5428 0.5104936 0 5.427975
5429 0.5111207 0 5.428975
5430 0.5117087 0 5.429975
5431 0.51226 0 5.430974
5432 0.5127767 0 5.431974
5433 0.5132612 0 5.432974
5434 0.5137154 0 5.433974
5435 0.5141412 0 5.434974
5436 0.5145404 0 5.435974
5437 0.5149146 0 5.436974
5438 0.5152655 0 5.437974
5439 0.5155944 0 5.438974
5440 0.5159028 0 5.439974
5441 0.5161919 0 5.440974
5442 0.5164629 0 5.441974
5443 0.5170519 0 5.442974
5444 0.5176041 0 5.443974
5445 0.5181217 0 5.444973
5446 0.518607 0 5.445973
5447 0.519062 0 5.446973
5448 0.5194885 0 5.447973
5449 0.5198883 0 5.448973
5450 0.5202633 0 5.449973
5451 0.5206147 0 5.450973
5452 0.5209442 0 5.451973
5453 0.521253 0 5.452973
5454 0.5215427 0 5.453973
5455 0.5218141 0 5.454973
5456 0.5220687 0 5.455973
5457 0.5223073 0 5.456973
5458 0.522531 0 5.457973
5459 0.5227407 0 5.458972
5460 0.5229373 0 5.459972
5461 0.5231216 0 5.460972
5462 0.5232944 0 5.461972
5463 0.5230225 0 5.462972
5464 0.5227677 0 5.463972
5465 0.5225288 0 5.464972
5466 0.5223048 0 5.465972
5467 0.5220948 0 5.466972
5468 0.521898 0 5.467972
5469 0.5217134 0 5.468972
5470 0.5215403 0 5.469972
5471 0.5213782 0 5.470972
5472 0.521226 0 5.471972
5473 0.5210835 0 5.472971
5474 0.5209498 0 5.473971
5475 0.5208246 0 5.474971
5476 0.520707 0 5.475971
5477 0.5205969 0 5.476971
5478 0.5204937 0 5.477971
5479 0.5203969 0 5.478971
5480 0.5203061 0 5.479971
5481 0.5202211 0 5.480971
5482 0.5201413 0 5.481971
5483 0.5187595 0 5.482971
5484 0.5174641 0 5.483971
5485 0.5162497 0 5.484971
5486 0.515111 0 5.48597
5487 0.5140437 0 5.48697
5488 0.513043 0 5.48797
5489 0.5121049 0 5.48897
5490 0.5112253 0 5.48997
5491 0.5104008 0 5.49097
5492 0.5096278 0 5.49197
5493 0.5089031 0 5.49297
5494 0.5082238 0 5.49397
5495 0.5075868 0 5.49497
5496 0.5069897 0 5.49597
5497 0.5064299 0 5.49697
5498 0.505905 0 5.49797
5499 0.5054131 0 5.49897
5500 0.5049518 0 5.499969
5501 0.5045193 0 5.500969
5502 0.5041139 0 5.501969
5503 0.501487 0 5.502969
5504 0.4990243 0 5.503969
5505 0.4967155 0 5.504969
5506 0.4945509 0 5.505969
5507 0.4925217 0 5.506969
5508 0.4906193 0 5.507969
5509 0.4888358 0 5.508969
5510 0.4871638 0 5.509969
5511 0.4855962 0 5.510969
5512 0.4841267 0 5.511969
5513 0.4827489 0 5.512969
5514 0.4814573 0 5.513968
5515 0.4802464 0 5.514968
5516 0.4791112 0 5.515968
5517 0.478047 0 5.516968
5518 0.4770492 0 5.517968
5519 0.4761139 0 5.518968
5520 0.4752369 0 5.519968
5521 0.4744148 0 5.520968
5522 0.4736441 0 5.521968
5523 0.4699149 0 5.522968
5524 0.4664187 0 5.523968
5525 0.463141 0 5.524968
5526 0.4600682 0 5.525968
5527 0.4571874 0 5.526968
5528 0.4544867 0 5.527967
5529 0.4519548 0 5.528967
5530 0.4495811 0 5.529967
5531 0.4473558 0 5.530967
5532 0.4452696 0 5.531967
5533 0.4433137 0 5.532967
5534 0.4414801 0 5.533967
5535 0.4397611 0 5.534967
5536 0.4381495 0 5.535967
5537 0.4366387 0 5.536967
5538 0.4352223 0 5.537967
5539 0.4338944 0 5.538967
5540 0.4326495 0 5.539967
5541 0.4314824 0 5.540967
5542 0.4303882 0 5.541966
5543 0.4268374 0 5.542966
5544 0.4235084 0 5.543966
5545 0.4203876 0 5.544966
5546 0.4174618 0 5.545966
5547 0.4147188 0 5.546966
5548 0.4121473 0 5.547966
5549 0.4097365 0 5.548966
5550 0.4074764 0 5.549966
5551 0.4053575 0 5.550966
5552 0.4033711 0 5.551966
5553 0.4015088 0 5.552966
5554 0.399763 0 5.553966
5555 0.3981262 0 5.554965
5556 0.3965917 0 5.555965
5557 0.3951531 0 5.556965
5558 0.3938045 0 5.557965
5559 0.3925401 0 5.558965
5560 0.3913548 0 5.559965
5561 0.3902435 0 5.560965
5562 0.3892017 0 5.561965
5563 0.388054 0 5.562965
5564 0.386978 0 5.563965
5565 0.3859692 0 5.564965
5566 0.3850235 0 5.565965
5567 0.3841369 0 5.566965
5568 0.3833057 0 5.567965
5569 0.3825265 0 5.568964
5570 0.3817959 0 5.569964
5571 0.3811111 0 5.570964
5572 0.380469 0 5.571964
5573 0.379867 0 5.572964
5574 0.3793027 0 5.573964
5575 0.3787737 0 5.574964
5576 0.3782777 0 5.575964
5577 0.3778127 0 5.576964
5578 0.3773768 0 5.577964
5579 0.3769681 0 5.578964
5580 0.3765849 0 5.579964
5581 0.3762258 0 5.580964
5582 0.375889 0 5.581964
5583 0.3768255 0 5.582963
5584 0.3777034 0 5.583963
5585 0.3785264 0 5.584963
5586 0.379298 0 5.585963
5587 0.3800214 0 5.586963
5588 0.3806995 0 5.587963
5589 0.3813353 0 5.588963
5590 0.3819314 0 5.589963
5591 0.3824902 0 5.590963
5592 0.383014 0 5.591963
5593 0.3835051 0 5.592963
5594 0.3839656 0 5.593963
5595 0.3843972 0 5.594963
5596 0.3848019 0 5.595963
5597 0.3851813 0 5.596962
5598 0.385537 0 5.597962
5599 0.3858704 0 5.598962
5600 0.386183 0 5.599962
5601 0.386476 0 5.600962
5602 0.3867508 0 5.601962
5603 0.3884491 0 5.602962
5604 0.3900412 0 5.603962
5605 0.3915339 0 5.604962
5606 0.3929332 0 5.605962
5607 0.3942451 0 5.606962
5608 0.395475 0 5.607962
5609 0.396628 0 5.608962
5610 0.397709 0 5.609962
5611 0.3987224 0 5.610961
5612 0.3996724 0 5.611961
5613 0.4005631 0 5.612961
5614 0.4013981 0 5.613961
5615 0.4021809 0 5.614961
5616 0.4029149 0 5.615961
5617 0.4036029 0 5.616961
5618 0.4042479 0 5.617961
5619 0.4048526 0 5.618961
5620 0.4054195 0 5.619961
5621 0.405951 0 5.620961
5622 0.4064493 0 5.621961
5623 0.4083015 0 5.622961
5624 0.4100381 0 5.62396
5625 0.411666 0 5.62496
5626 0.4131923 0 5.62596
5627 0.4146231 0 5.62696
5628 0.4159645 0 5.62796
5629 0.4172221 0 5.62896
5630 0.418401 0 5.62996
5631 0.4195063 0 5.63096
5632 0.4205425 0 5.63196
5633 0.421514 0 5.63296
5634 0.4224247 0 5.63396
5635 0.4232785 0 5.63496
5636 0.4240789 0 5.63596
5637 0.4248294 0 5.63696
5638 0.4255329 0 5.637959
5639 0.4261924 0 5.638959
5640 0.4268107 0 5.639959
5641 0.4273904 0 5.640959
5642 0.4279339 0 5.641959
5643 0.4295722 0 5.642959
5644 0.4311082 0 5.643959
5645 0.4325481 0 5.644959
5646 0.4338981 0 5.645959
5647 0.4351636 0 5.646959
5648 0.4363502 0 5.647959
5649 0.4374625 0 5.648959
5650 0.4385053 0 5.649959
5651 0.4394829 0 5.650959
5652 0.4403994 0 5.651958
5653 0.4412587 0 5.652958
5654 0.4420642 0 5.653958
5655 0.4428194 0 5.654958
5656 0.4435274 0 5.655958
5657 0.4441912 0 5.656958
5658 0.4448134 0 5.657958
5659 0.4453968 0 5.658958
5660 0.4459437 0 5.659958
5661 0.4464564 0 5.660958
5662 0.4469371 0 5.661958
5663 0.4484196 0 5.662958
5664 0.4498095 0 5.663958
5665 0.4511125 0 5.664958
5666 0.4523341 0 5.665957
5667 0.4534793 0 5.666957
5668 0.4545529 0 5.667957
5669 0.4555594 0 5.668957
5670 0.4565031 0 5.669957
5671 0.4573878 0 5.670957
5672 0.4582171 0 5.671957
5673 0.4589946 0 5.672957
5674 0.4597236 0 5.673957
5675 0.4604069 0 5.674957
5676 0.4610476 0 5.675957
5677 0.4616482 0 5.676957
5678 0.4622113 0 5.677957
5679 0.4627392 0 5.678957
5680 0.4632341 0 5.679956
5681 0.4636981 0 5.680956
5682 0.4641331 0 5.681956
5683 0.4654349 0 5.682956
5684 0.4666554 0 5.683956
5685 0.4677995 0 5.684956
5686 0.4688722 0 5.685956
5687 0.4698779 0 5.686956
5688 0.4708206 0 5.687956
5689 0.4717045 0 5.688956
5690 0.4725331 0 5.689956
5691 0.4733099 0 5.690956
5692 0.4740382 0 5.691956
5693 0.474721 0 5.692955
5694 0.4753611 0 5.693955
5695 0.4759611 0 5.694955
5696 0.4765237 0 5.695955
5697 0.4770512 0 5.696955
5698 0.4775456 0 5.697955
5699 0.4780092 0 5.698955
5700 0.4784437 0 5.699955
5701 0.4788511 0 5.700955
5702 0.4792331 0 5.701955
5703 0.479921 0 5.702955
5704 0.4805658 0 5.703955
5705 0.4811703 0 5.704955
5706 0.4817371 0 5.705955
5707 0.4822685 0 5.706954
5708 0.4827666 0 5.707954
5709 0.4832336 0 5.708954
5710 0.4836714 0 5.709954
5711 0.4840818 0 5.710954
5712 0.4844666 0 5.711954
5713 0.4848274 0 5.712954
5714 0.4851656 0 5.713954
5715 0.4854827 0 5.714954
5716 0.4857799 0 5.715954
5717 0.4860586 0 5.716954
5718 0.4863198 0 5.717954
5719 0.4865647 0 5.718954
5720 0.4867944 0 5.719954
5721 0.4870096 0 5.720953
5722 0.4872114 0 5.721953
5723 0.4879031 0 5.722953
5724 0.4885515 0 5.723953
5725 0.4891594 0 5.724953
5726 0.4897293 0 5.725953
5727 0.4902636 0 5.726953
5728 0.4907646 0 5.727953
5729 0.4912342 0 5.728953
5730 0.4916744 0 5.729953
5731 0.4920871 0 5.730953
5732 0.4924741 0 5.731953
5733 0.4928368 0 5.732953
5734 0.4931769 0 5.733953
5735 0.4934957 0 5.734952
5736 0.4937946 0 5.735952
5737 0.4940748 0 5.736952
5738 0.4943375 0 5.737952
5739 0.4945838 0 5.738952
5740 0.4948147 0 5.739952
5741 0.4950312 0 5.740952
5742 0.4952341 0 5.741952
5743 0.4959987 0 5.742952
5744 0.4967154 0 5.743952
5745 0.4973874 0 5.744952
5746 0.4980174 0 5.745952
5747 0.498608 0 5.746952
5748 0.4991617 0 5.747952
5749 0.4996807 0 5.748951
5750 0.5001674 0 5.749951
5751 0.5006236 0 5.750951
5752 0.5010513 0 5.751951
5753 0.5014523 0 5.752951
5754 0.5018282 0 5.753951
5755 0.5021806 0 5.754951
5756 0.502511 0 5.755951
5757 0.5028207 0 5.756951
5758 0.5031111 0 5.757951
5759 0.5033834 0 5.758951
5760 0.5036386 0 5.759951
5761 0.5038779 0 5.760951
5762 0.5041022 0 5.76195
5763 0.5044305 0 5.76295
5764 0.5047384 0 5.76395
5765 0.5050271 0 5.76495
5766 0.5052976 0 5.76595
5767 0.5055512 0 5.76695
5768 0.5057891 0 5.76795
5769 0.506012 0 5.76895
5770 0.506221 0 5.76995
5771 0.506417 0 5.77095
5772 0.5066006 0 5.77195
5773 0.5067729 0 5.77295
5774 0.5069343 0 5.77395
5775 0.5070857 0 5.77495
5776 0.5072276 0 5.775949
5777 0.5073606 0 5.776949
5778 0.5074854 0 5.777949
5779 0.5076023 0 5.778949
5780 0.5077119 0 5.779949
5781 0.5078146 0 5.780949
5782 0.507911 0 5.781949
5783 0.5073412 0 5.782949
5784 0.506807 0 5.783949
5785 0.5063062 0 5.784949
5786 0.5058367 0 5.785949
5787 0.5053965 0 5.786949
5788 0.5049838 0 5.787949
5789 0.5045969 0 5.788949
5790 0.5042343 0 5.789948
5791 0.5038942 0 5.790948
5792 0.5035754 0 5.791948
5793 0.5032766 0 5.792948
5794 0.5029964 0 5.793948
5795 0.5027338 0 5.794948
5796 0.5024875 0 5.795948
5797 0.5022567 0 5.796948
5798 0.5020403 0 5.797948
5799 0.5018374 0 5.798948
5800 0.5016471 0 5.799948
5801 0.5014688 0 5.800948
5802 0.5013016 0 5.801948
5803 0.4995794 0 5.802948
5804 0.4979648 0 5.803947
5805 0.4964512 0 5.804947
5806 0.4950321 0 5.805947
5807 0.4937018 0 5.806947
5808 0.4924545 0 5.807947
5809 0.4912853 0 5.808947
5810 0.4901891 0 5.809947
5811 0.4891614 0 5.810947
5812 0.4881979 0 5.811947
5813 0.4872947 0 5.812947
5814 0.4864479 0 5.813947
5815 0.4856541 0 5.814947
5816 0.4849098 0 5.815947
5817 0.4842121 0 5.816947
5818 0.483558 0 5.817946
5819 0.4829448 0 5.818946
5820 0.4823698 0 5.819946
5821 0.4818308 0 5.820946
5822 0.4813256 0 5.821946
5823 0.4785708 0 5.822946
5824 0.4759881 0 5.823946
5825 0.4735669 0 5.824946
5826 0.471297 0 5.825946
5827 0.469169 0 5.826946
5828 0.467174 0 5.827946
5829 0.4653037 0 5.828946
5830 0.4635502 0 5.829946
5831 0.4619064 0 5.830945
5832 0.4603653 0 5.831945
5833 0.4589205 0 5.832945
5834 0.457566 0 5.833945
5835 0.4562961 0 5.834945
5836 0.4551057 0 5.835945
5837 0.4539896 0 5.836945
5838 0.4529434 0 5.837945
5839 0.4519624 0 5.838945
5840 0.4510428 0 5.839945
5841 0.4501807 0 5.840945
5842 0.4493724 0 5.841945
5843 0.4460067 0 5.842945
5844 0.4428512 0 5.843945
5845 0.4398931 0 5.844944
5846 0.4371198 0 5.845944
5847 0.4345198 0 5.846944
5848 0.4320823 0 5.847944
5849 0.4297972 0 5.848944
5850 0.4276549 0 5.849944
5851 0.4256465 0 5.850944
5852 0.4237635 0 5.851944
5853 0.4219984 0 5.852944
5854 0.4203435 0 5.853944
5855 0.418792 0 5.854944
5856 0.4173375 0 5.855944
5857 0.4159739 0 5.856944
5858 0.4146956 0 5.857944
5859 0.4134971 0 5.858943
5860 0.4123735 0 5.859943
5861 0.4113202 0 5.860943
5862 0.4103327 0 5.861943
5863 0.4078049 0 5.862943
5864 0.4054351 0 5.863943
5865 0.4032135 0 5.864943
5866 0.4011306 0 5.865943
5867 0.399178 0 5.866943
5868 0.3973474 0 5.867943
5869 0.3956312 0 5.868943
5870 0.3940223 0 5.869943
5871 0.3925139 0 5.870943
5872 0.3910998 0 5.871943
5873 0.3897741 0 5.872942
5874 0.3885312 0 5.873942
5875 0.387366 0 5.874942
5876 0.3862737 0 5.875942
5877 0.3852496 0 5.876942
5878 0.3842895 0 5.877942
5879 0.3833894 0 5.878942
5880 0.3825456 0 5.879942
5881 0.3817545 0 5.880942
5882 0.3810129 0 5.881942
5883 0.3807587 0 5.882942
5884 0.3805204 0 5.883942
5885 0.380297 0 5.884942
5886 0.3800876 0 5.885942
5887 0.3798913 0 5.886941
5888 0.3797072 0 5.887941
5889 0.3795347 0 5.888941
5890 0.3793729 0 5.889941
5891 0.3792213 0 5.890941
5892 0.379079 0 5.891941
5893 0.3789457 0 5.892941
5894 0.3788208 0 5.893941
5895 0.3787036 0 5.894941
5896 0.3785938 0 5.895941
5897 0.3784908 0 5.896941
5898 0.3783943 0 5.897941
5899 0.3783038 0 5.898941
5900 0.3782189 0 5.89994
5901 0.3781394 0 5.90094
5902 0.3780648 0 5.90194
5903 0.3792622 0 5.90294
5904 0.3803848 0 5.90394
5905 0.3814372 0 5.90494
5906 0.3824238 0 5.90594
5907 0.3833488 0 5.90694
5908 0.3842159 0 5.90794
5909 0.3850288 0 5.90894
5910 0.385791 0 5.90994
5911 0.3865055 0 5.91094
5912 0.3871753 0 5.91194
5913 0.3878033 0 5.91294
5914 0.3883921 0 5.913939
5915 0.388944 0 5.914939
5916 0.3894614 0 5.915939
5917 0.3899465 0 5.916939
5918 0.3904013 0 5.917939
5919 0.3908277 0 5.918939
5920 0.3912274 0 5.919939
5921 0.3916021 0 5.920939
5922 0.3919534 0 5.921939
5923 0.3936548 0 5.922939
5924 0.3952499 0 5.923939
5925 0.3967453 0 5.924939
5926 0.3981472 0 5.925939
5927 0.3994614 0 5.926939
5928 0.4006936 0 5.927938
5929 0.4018487 0 5.928938
5930 0.4029316 0 5.929938
5931 0.4039469 0 5.930938
5932 0.4048987 0 5.931938
5933 0.405791 0 5.932938
5934 0.4066275 0 5.933938
5935 0.4074118 0 5.934938
5936 0.408147 0 5.935938
5937 0.4088363 0 5.936938
5938 0.4094825 0 5.937938
5939 0.4100884 0 5.938938
5940 0.4106563 0 5.939938
5941 0.4111888 0 5.940938
5942 0.411688 0 5.941937
5943 0.4134494 0 5.942937
5944 0.4151008 0 5.943937
5945 0.416649 0 5.944937
5946 0.4181004 0 5.945937
5947 0.4194612 0 5.946937
5948 0.4207368 0 5.947937
5949 0.4219328 0 5.948937
5950 0.423054 0 5.949937
5951 0.424105 0 5.950937
5952 0.4250905 0 5.951937
5953 0.4260143 0 5.952937
5954 0.4268804 0 5.953937
