"tvelx-rfile"
"Time Step" "tvelx etc.."
("Time Step" "tvelx(t1)" "tvelx(t2)" "flow-time")
6650 -1.350418e-08 0 6.649886
6651 -1.44355e-08 0 6.650886
6652 -1.350418e-08 0 6.651886
6653 -1.350418e-08 0 6.652886
6654 -1.350418e-08 0 6.653886
6655 -1.396984e-08 0 6.654886
6656 -1.373701e-08 0 6.655886
6657 -1.327135e-08 0 6.656886
6658 -1.350418e-08 0 6.657886
6659 -1.373701e-08 0 6.658885
6660 -1.396984e-08 0 6.659885
6661 -1.396984e-08 0 6.660885
6662 -1.373701e-08 0 6.661885
6663 -1.373701e-08 0 6.662885
6664 -1.44355e-08 0 6.663885
6665 -1.373701e-08 0 6.664885
6666 -1.396984e-08 0 6.665885
6667 -1.44355e-08 0 6.666885
6668 -1.373701e-08 0 6.667885
6669 -1.350418e-08 0 6.668885
6670 -1.373701e-08 0 6.669885
6671 -1.350418e-08 0 6.670885
6672 -1.396984e-08 0 6.671885
6673 -1.373701e-08 0 6.672884
6674 -1.396984e-08 0 6.673884
6675 -1.396984e-08 0 6.674884
6676 -1.466833e-08 0 6.675884
6677 -1.396984e-08 0 6.676884
6678 -1.396984e-08 0 6.677884
6679 -1.350418e-08 0 6.678884
6680 -1.373701e-08 0 6.679884
6681 -1.350418e-08 0 6.680884
6682 -1.420267e-08 0 6.681884
6683 -1.44355e-08 0 6.682884
6684 -1.420267e-08 0 6.683884
6685 -1.396984e-08 0 6.684884
6686 -1.466833e-08 0 6.685884
6687 -1.44355e-08 0 6.686883
6688 -1.44355e-08 0 6.687883
6689 -1.44355e-08 0 6.688883
6690 -1.420267e-08 0 6.689883
6691 -1.396984e-08 0 6.690883
6692 -1.420267e-08 0 6.691883
6693 -1.396984e-08 0 6.692883
6694 -1.396984e-08 0 6.693883
6695 -1.373701e-08 0 6.694883
6696 -1.373701e-08 0 6.695883
6697 -1.396984e-08 0 6.696883
6698 -1.396984e-08 0 6.697883
6699 -1.466833e-08 0 6.698883
6700 -1.466833e-08 0 6.699883
6701 -1.44355e-08 0 6.700882
6702 -1.466833e-08 0 6.701882
6703 -1.373701e-08 0 6.702882
6704 -1.466833e-08 0 6.703882
6705 -1.396984e-08 0 6.704882
6706 -1.373701e-08 0 6.705882
6707 -1.490116e-08 0 6.706882
6708 -1.44355e-08 0 6.707882
6709 -1.466833e-08 0 6.708882
6710 -1.396984e-08 0 6.709882
6711 -1.466833e-08 0 6.710882
6712 -1.420267e-08 0 6.711882
6713 -1.420267e-08 0 6.712882
6714 -1.466833e-08 0 6.713881
6715 -1.44355e-08 0 6.714881
6716 -1.420267e-08 0 6.715881
6717 -1.44355e-08 0 6.716881
6718 -1.396984e-08 0 6.717881
6719 -1.420267e-08 0 6.718881
6720 -1.420267e-08 0 6.719881
6721 -1.396984e-08 0 6.720881
6722 -1.44355e-08 0 6.721881
6723 -1.44355e-08 0 6.722881
6724 -1.44355e-08 0 6.723881
6725 -1.44355e-08 0 6.724881
6726 -1.490116e-08 0 6.725881
6727 -1.396984e-08 0 6.726881
6728 -1.420267e-08 0 6.72788
6729 -1.420267e-08 0 6.72888
6730 -1.466833e-08 0 6.72988
6731 -1.420267e-08 0 6.73088
6732 -1.466833e-08 0 6.73188
6733 -1.466833e-08 0 6.73288
6734 -1.420267e-08 0 6.73388
6735 -1.420267e-08 0 6.73488
6736 -1.490116e-08 0 6.73588
6737 -1.44355e-08 0 6.73688
6738 -1.396984e-08 0 6.73788
6739 -1.44355e-08 0 6.73888
6740 -1.44355e-08 0 6.73988
6741 -1.44355e-08 0 6.74088
6742 -1.490116e-08 0 6.741879
6743 -1.420267e-08 0 6.742879
6744 -1.373701e-08 0 6.743879
6745 -1.420267e-08 0 6.744879
6746 -1.44355e-08 0 6.745879
6747 -1.490116e-08 0 6.746879
6748 -1.396984e-08 0 6.747879
6749 -1.420267e-08 0 6.748879
6750 -1.44355e-08 0 6.749879
6751 -1.420267e-08 0 6.750879
6752 -1.373701e-08 0 6.751879
6753 -1.420267e-08 0 6.752879
6754 -1.396984e-08 0 6.753879
6755 -1.44355e-08 0 6.754879
6756 -1.420267e-08 0 6.755878
6757 -1.396984e-08 0 6.756878
6758 -1.420267e-08 0 6.757878
6759 -1.44355e-08 0 6.758878
6760 -1.466833e-08 0 6.759878
6761 -1.420267e-08 0 6.760878
6762 -1.373701e-08 0 6.761878
6763 -1.396984e-08 0 6.762878
6764 -1.396984e-08 0 6.763878
6765 -1.420267e-08 0 6.764878
6766 -1.396984e-08 0 6.765878
6767 -1.373701e-08 0 6.766878
6768 -1.420267e-08 0 6.767878
6769 -1.373701e-08 0 6.768878
6770 -1.327135e-08 0 6.769877
6771 -1.350418e-08 0 6.770877
6772 -1.303852e-08 0 6.771877
6773 -1.350418e-08 0 6.772877
6774 -1.396984e-08 0 6.773877
6775 -1.396984e-08 0 6.774877
6776 -1.327135e-08 0 6.775877
6777 -1.373701e-08 0 6.776877
6778 -1.396984e-08 0 6.777877
6779 -1.373701e-08 0 6.778877
6780 -1.303852e-08 0 6.779877
6781 -1.350418e-08 0 6.780877
6782 -1.327135e-08 0 6.781877
6783 -1.327135e-08 0 6.782876
6784 -1.350418e-08 0 6.783876
6785 -1.303852e-08 0 6.784876
6786 -1.303852e-08 0 6.785876
6787 -1.327135e-08 0 6.786876
6788 -1.257285e-08 0 6.787876
6789 -1.327135e-08 0 6.788876
6790 -1.303852e-08 0 6.789876
6791 -1.327135e-08 0 6.790876
6792 -1.234002e-08 0 6.791876
6793 -1.280569e-08 0 6.792876
6794 -1.234002e-08 0 6.793876
6795 -1.234002e-08 0 6.794876
6796 -1.280569e-08 0 6.795876
6797 -1.210719e-08 0 6.796875
6798 -1.234002e-08 0 6.797875
6799 -1.257285e-08 0 6.798875
6800 -1.280569e-08 0 6.799875
6801 -1.234002e-08 0 6.800875
6802 -1.210719e-08 0 6.801875
6803 -1.210719e-08 0 6.802875
6804 -1.257285e-08 0 6.803875
6805 -1.187436e-08 0 6.804875
6806 -1.210719e-08 0 6.805875
6807 -1.187436e-08 0 6.806875
6808 -1.210719e-08 0 6.807875
6809 -1.210719e-08 0 6.808875
6810 -1.210719e-08 0 6.809875
6811 -1.187436e-08 0 6.810874
6812 -1.187436e-08 0 6.811874
6813 -1.164153e-08 0 6.812874
6814 -1.164153e-08 0 6.813874
6815 -1.117587e-08 0 6.814874
6816 -1.164153e-08 0 6.815874
6817 -1.14087e-08 0 6.816874
6818 -1.164153e-08 0 6.817874
6819 -1.094304e-08 0 6.818874
6820 -1.14087e-08 0 6.819874
6821 -1.117587e-08 0 6.820874
6822 -1.14087e-08 0 6.821874
6823 -1.14087e-08 0 6.822874
6824 -1.164153e-08 0 6.823874
6825 -1.117587e-08 0 6.824873
6826 -1.117587e-08 0 6.825873
6827 -1.117587e-08 0 6.826873
6828 -1.094304e-08 0 6.827873
6829 -1.14087e-08 0 6.828873
6830 -1.094304e-08 0 6.829873
6831 -1.117587e-08 0 6.830873
6832 -1.117587e-08 0 6.831873
6833 -1.071021e-08 0 6.832873
6834 -1.047738e-08 0 6.833873
6835 -1.117587e-08 0 6.834873
6836 -1.047738e-08 0 6.835873
6837 -1.117587e-08 0 6.836873
6838 -1.071021e-08 0 6.837873
6839 -1.071021e-08 0 6.838872
6840 -1.071021e-08 0 6.839872
6841 -1.094304e-08 0 6.840872
6842 -1.094304e-08 0 6.841872
6843 -1.094304e-08 0 6.842872
6844 -1.094304e-08 0 6.843872
6845 -1.094304e-08 0 6.844872
6846 -1.117587e-08 0 6.845872
6847 -1.117587e-08 0 6.846872
6848 -1.117587e-08 0 6.847872
6849 -1.094304e-08 0 6.848872
6850 -1.117587e-08 0 6.849872
6851 -1.117587e-08 0 6.850872
6852 -1.14087e-08 0 6.851871
6853 -1.14087e-08 0 6.852871
6854 -1.071021e-08 0 6.853871
6855 -1.094304e-08 0 6.854871
6856 -1.094304e-08 0 6.855871
6857 -1.117587e-08 0 6.856871
6858 -1.094304e-08 0 6.857871
6859 -1.071021e-08 0 6.858871
6860 -1.094304e-08 0 6.859871
6861 -1.117587e-08 0 6.860871
6862 -1.094304e-08 0 6.861871
6863 -1.117587e-08 0 6.862871
6864 -1.094304e-08 0 6.863871
6865 -1.117587e-08 0 6.864871
6866 -1.14087e-08 0 6.86587
6867 -1.117587e-08 0 6.86687
6868 -1.094304e-08 0 6.86787
6869 -1.14087e-08 0 6.86887
6870 -1.14087e-08 0 6.86987
6871 -1.094304e-08 0 6.87087
6872 -1.117587e-08 0 6.87187
6873 -1.14087e-08 0 6.87287
6874 -1.14087e-08 0 6.87387
6875 -1.117587e-08 0 6.87487
6876 -1.14087e-08 0 6.87587
6877 -1.14087e-08 0 6.87687
6878 -1.14087e-08 0 6.87787
6879 -1.164153e-08 0 6.87887
6880 -1.187436e-08 0 6.879869
6881 -1.14087e-08 0 6.880869
6882 -1.14087e-08 0 6.881869
6883 -1.164153e-08 0 6.882869
6884 -1.164153e-08 0 6.883869
6885 -1.164153e-08 0 6.884869
6886 -1.187436e-08 0 6.885869
6887 -1.210719e-08 0 6.886869
6888 -1.187436e-08 0 6.887869
6889 -1.210719e-08 0 6.888869
6890 -1.210719e-08 0 6.889869
6891 -1.234002e-08 0 6.890869
6892 -1.187436e-08 0 6.891869
6893 -1.164153e-08 0 6.892869
6894 -1.210719e-08 0 6.893868
6895 -1.234002e-08 0 6.894868
6896 -1.210719e-08 0 6.895868
6897 -1.210719e-08 0 6.896868
6898 -1.164153e-08 0 6.897868
6899 -1.210719e-08 0 6.898868
6900 -1.210719e-08 0 6.899868
6901 -1.210719e-08 0 6.900868
6902 -1.210719e-08 0 6.901868
6903 -1.210719e-08 0 6.902868
6904 -1.234002e-08 0 6.903868
6905 -1.280569e-08 0 6.904868
6906 -1.187436e-08 0 6.905868
6907 -1.257285e-08 0 6.906868
6908 -1.234002e-08 0 6.907867
6909 -1.210719e-08 0 6.908867
6910 -1.234002e-08 0 6.909867
6911 -1.234002e-08 0 6.910867
6912 -1.257285e-08 0 6.911867
6913 -1.234002e-08 0 6.912867
6914 -1.210719e-08 0 6.913867
6915 -1.257285e-08 0 6.914867
6916 -1.280569e-08 0 6.915867
6917 -1.280569e-08 0 6.916867
6918 -1.234002e-08 0 6.917867
6919 -1.303852e-08 0 6.918867
6920 -1.303852e-08 0 6.919867
6921 -1.234002e-08 0 6.920866
6922 -1.327135e-08 0 6.921866
6923 -1.303852e-08 0 6.922866
6924 -1.303852e-08 0 6.923866
6925 -1.303852e-08 0 6.924866
6926 -1.350418e-08 0 6.925866
6927 -1.303852e-08 0 6.926866
6928 -1.303852e-08 0 6.927866
6929 -1.303852e-08 0 6.928866
6930 -1.280569e-08 0 6.929866
6931 -1.280569e-08 0 6.930866
6932 -1.257285e-08 0 6.931866
6933 -1.350418e-08 0 6.932866
6934 -1.257285e-08 0 6.933866
6935 -1.303852e-08 0 6.934865
6936 -1.280569e-08 0 6.935865
6937 -1.280569e-08 0 6.936865
6938 -1.303852e-08 0 6.937865
6939 -1.257285e-08 0 6.938865
6940 -1.280569e-08 0 6.939865
6941 -1.280569e-08 0 6.940865
6942 -1.350418e-08 0 6.941865
6943 -1.280569e-08 0 6.942865
6944 -1.327135e-08 0 6.943865
6945 -1.350418e-08 0 6.944865
6946 -1.327135e-08 0 6.945865
6947 -1.303852e-08 0 6.946865
6948 -1.373701e-08 0 6.947865
6949 -1.327135e-08 0 6.948864
6950 -1.350418e-08 0 6.949864
6951 -1.396984e-08 0 6.950864
6952 -1.350418e-08 0 6.951864
6953 -1.350418e-08 0 6.952864
6954 -1.396984e-08 0 6.953864
6955 -1.327135e-08 0 6.954864
6956 -1.350418e-08 0 6.955864
6957 -1.396984e-08 0 6.956864
6958 -1.327135e-08 0 6.957864
6959 -1.350418e-08 0 6.958864
6960 -1.327135e-08 0 6.959864
6961 -1.303852e-08 0 6.960864
6962 -1.373701e-08 0 6.961864
6963 -1.373701e-08 0 6.962863
6964 -1.327135e-08 0 6.963863
6965 -1.350418e-08 0 6.964863
6966 -1.420267e-08 0 6.965863
6967 -1.373701e-08 0 6.966863
6968 -1.396984e-08 0 6.967863
6969 -1.327135e-08 0 6.968863
6970 -1.396984e-08 0 6.969863
6971 -1.350418e-08 0 6.970863
6972 -1.396984e-08 0 6.971863
6973 -1.350418e-08 0 6.972863
6974 -1.420267e-08 0 6.973863
6975 -1.373701e-08 0 6.974863
6976 -1.350418e-08 0 6.975863
6977 -1.373701e-08 0 6.976862
6978 -1.373701e-08 0 6.977862
6979 -1.373701e-08 0 6.978862
6980 -1.373701e-08 0 6.979862
6981 -1.420267e-08 0 6.980862
6982 -1.373701e-08 0 6.981862
6983 -1.350418e-08 0 6.982862
6984 -1.373701e-08 0 6.983862
6985 -1.350418e-08 0 6.984862
6986 -1.350418e-08 0 6.985862
6987 -1.373701e-08 0 6.986862
6988 -1.396984e-08 0 6.987862
6989 -1.396984e-08 0 6.988862
6990 -1.350418e-08 0 6.989861
6991 -1.373701e-08 0 6.990861
6992 -1.44355e-08 0 6.991861
6993 -1.327135e-08 0 6.992861
6994 -1.44355e-08 0 6.993861
6995 -1.396984e-08 0 6.994861
6996 -1.373701e-08 0 6.995861
6997 -1.327135e-08 0 6.996861
6998 -1.396984e-08 0 6.997861
6999 -1.420267e-08 0 6.998861
7000 -1.327135e-08 0 6.999861
7001 -1.373701e-08 0 7.000861
7002 -1.396984e-08 0 7.001861
7003 -1.373701e-08 0 7.002861
7004 -1.420267e-08 0 7.00386
7005 -1.350418e-08 0 7.00486
7006 -1.420267e-08 0 7.00586
7007 -1.373701e-08 0 7.00686
7008 -1.420267e-08 0 7.00786
7009 -1.396984e-08 0 7.00886
7010 -1.420267e-08 0 7.00986
7011 -1.44355e-08 0 7.01086
7012 -1.420267e-08 0 7.01186
7013 -1.44355e-08 0 7.01286
7014 -1.44355e-08 0 7.01386
7015 -1.396984e-08 0 7.01486
7016 -1.44355e-08 0 7.01586
7017 -1.44355e-08 0 7.01686
7018 -1.373701e-08 0 7.017859
7019 -1.490116e-08 0 7.018859
7020 -1.44355e-08 0 7.019859
7021 -1.44355e-08 0 7.020859
7022 -1.373701e-08 0 7.021859
7023 -1.373701e-08 0 7.022859
7024 -1.44355e-08 0 7.023859
7025 -1.44355e-08 0 7.024859
7026 -1.466833e-08 0 7.025859
7027 -1.396984e-08 0 7.026859
7028 -1.466833e-08 0 7.027859
7029 -1.396984e-08 0 7.028859
7030 -1.396984e-08 0 7.029859
7031 -1.44355e-08 0 7.030859
7032 -1.396984e-08 0 7.031858
7033 -1.490116e-08 0 7.032858
7034 -1.490116e-08 0 7.033858
7035 -1.420267e-08 0 7.034858
7036 -1.44355e-08 0 7.035858
7037 -1.44355e-08 0 7.036858
7038 -1.420267e-08 0 7.037858
7039 -1.396984e-08 0 7.038858
7040 -1.490116e-08 0 7.039858
7041 -1.44355e-08 0 7.040858
7042 -1.466833e-08 0 7.041858
7043 -1.466833e-08 0 7.042858
7044 -1.396984e-08 0 7.043858
7045 -1.420267e-08 0 7.044858
7046 -1.490116e-08 0 7.045857
7047 -1.44355e-08 0 7.046857
7048 -1.44355e-08 0 7.047857
7049 -1.44355e-08 0 7.048857
7050 -1.466833e-08 0 7.049857
7051 -1.420267e-08 0 7.050857
7052 -1.420267e-08 0 7.051857
7053 -1.466833e-08 0 7.052857
7054 -1.44355e-08 0 7.053857
7055 -1.396984e-08 0 7.054857
7056 -1.490116e-08 0 7.055857
7057 -1.420267e-08 0 7.056857
7058 -1.466833e-08 0 7.057857
7059 -1.420267e-08 0 7.058856
7060 -1.420267e-08 0 7.059856
7061 -1.44355e-08 0 7.060856
7062 -1.420267e-08 0 7.061856
7063 -1.373701e-08 0 7.062856
7064 -1.396984e-08 0 7.063856
7065 -1.466833e-08 0 7.064856
7066 -1.420267e-08 0 7.065856
7067 -1.44355e-08 0 7.066856
7068 -1.490116e-08 0 7.067856
7069 -1.373701e-08 0 7.068856
7070 -1.44355e-08 0 7.069856
7071 -1.327135e-08 0 7.070856
7072 -1.396984e-08 0 7.071856
7073 -1.396984e-08 0 7.072855
7074 -1.420267e-08 0 7.073855
7075 -1.396984e-08 0 7.074855
7076 -1.44355e-08 0 7.075855
7077 -1.350418e-08 0 7.076855
7078 -1.373701e-08 0 7.077855
7079 -1.396984e-08 0 7.078855
7080 -1.373701e-08 0 7.079855
7081 -1.396984e-08 0 7.080855
7082 -1.420267e-08 0 7.081855
7083 -1.420267e-08 0 7.082855
7084 -1.373701e-08 0 7.083855
7085 -1.327135e-08 0 7.084855
7086 -1.350418e-08 0 7.085855
7087 -1.350418e-08 0 7.086854
7088 -1.327135e-08 0 7.087854
7089 -1.350418e-08 0 7.088854
7090 -1.327135e-08 0 7.089854
7091 -1.327135e-08 0 7.090854
7092 -1.327135e-08 0 7.091854
7093 -1.350418e-08 0 7.092854
7094 -1.350418e-08 0 7.093854
7095 -1.303852e-08 0 7.094854
7096 -1.350418e-08 0 7.095854
7097 -1.327135e-08 0 7.096854
7098 -1.327135e-08 0 7.097854
7099 -1.303852e-08 0 7.098854
7100 -1.303852e-08 0 7.099854
7101 -1.350418e-08 0 7.100853
7102 -1.327135e-08 0 7.101853
7103 -1.280569e-08 0 7.102853
7104 -1.280569e-08 0 7.103853
7105 -1.280569e-08 0 7.104853
7106 -1.280569e-08 0 7.105853
7107 -1.210719e-08 0 7.106853
7108 -1.257285e-08 0 7.107853
7109 -1.303852e-08 0 7.108853
7110 -1.234002e-08 0 7.109853
7111 -1.257285e-08 0 7.110853
7112 -1.234002e-08 0 7.111853
7113 -1.234002e-08 0 7.112853
7114 -1.210719e-08 0 7.113853
7115 -1.280569e-08 0 7.114852
7116 -1.210719e-08 0 7.115852
7117 -1.257285e-08 0 7.116852
7118 -1.210719e-08 0 7.117852
7119 -1.210719e-08 0 7.118852
7120 -1.187436e-08 0 7.119852
7121 -1.234002e-08 0 7.120852
7122 -1.234002e-08 0 7.121852
7123 -1.187436e-08 0 7.122852
7124 -1.210719e-08 0 7.123852
7125 -1.164153e-08 0 7.124852
7126 -1.187436e-08 0 7.125852
7127 -1.187436e-08 0 7.126852
7128 -1.187436e-08 0 7.127851
7129 -1.164153e-08 0 7.128851
7130 -1.164153e-08 0 7.129851
7131 -1.210719e-08 0 7.130851
7132 -1.14087e-08 0 7.131851
7133 -1.164153e-08 0 7.132851
7134 -1.14087e-08 0 7.133851
7135 -1.117587e-08 0 7.134851
7136 -1.117587e-08 0 7.135851
7137 -1.164153e-08 0 7.136851
7138 -1.117587e-08 0 7.137851
7139 -1.094304e-08 0 7.138851
7140 -1.094304e-08 0 7.139851
7141 -1.14087e-08 0 7.140851
7142 -1.117587e-08 0 7.14185
7143 -1.14087e-08 0 7.14285
7144 -1.14087e-08 0 7.14385
7145 -1.14087e-08 0 7.14485
7146 -1.117587e-08 0 7.14585
7147 -1.047738e-08 0 7.14685
7148 -1.094304e-08 0 7.14785
7149 -1.094304e-08 0 7.14885
7150 -1.117587e-08 0 7.14985
7151 -1.094304e-08 0 7.15085
7152 -1.071021e-08 0 7.15185
7153 -1.071021e-08 0 7.15285
7154 -1.071021e-08 0 7.15385
7155 -1.071021e-08 0 7.15485
7156 -1.047738e-08 0 7.155849
7157 -1.094304e-08 0 7.156849
7158 -1.117587e-08 0 7.157849
7159 -1.071021e-08 0 7.158849
7160 -1.117587e-08 0 7.159849
7161 -1.071021e-08 0 7.160849
7162 -1.047738e-08 0 7.161849
7163 -1.071021e-08 0 7.162849
7164 -1.071021e-08 0 7.163849
7165 -1.094304e-08 0 7.164849
7166 -1.094304e-08 0 7.165849
7167 -1.117587e-08 0 7.166849
7168 -1.117587e-08 0 7.167849
7169 -1.094304e-08 0 7.168849
7170 -1.094304e-08 0 7.169848
7171 -1.117587e-08 0 7.170848
7172 -1.14087e-08 0 7.171848
7173 -1.094304e-08 0 7.172848
7174 -1.117587e-08 0 7.173848
7175 -1.117587e-08 0 7.174848
7176 -1.094304e-08 0 7.175848
7177 -1.094304e-08 0 7.176848
7178 -1.14087e-08 0 7.177848
7179 -1.117587e-08 0 7.178848
7180 -1.094304e-08 0 7.179848
7181 -1.094304e-08 0 7.180848
7182 -1.164153e-08 0 7.181848
7183 -1.117587e-08 0 7.182847
7184 -1.094304e-08 0 7.183847
7185 -1.117587e-08 0 7.184847
7186 -1.117587e-08 0 7.185847
7187 -1.14087e-08 0 7.186847
7188 -1.117587e-08 0 7.187847
7189 -1.164153e-08 0 7.188847
7190 -1.187436e-08 0 7.189847
7191 -1.117587e-08 0 7.190847
7192 -1.14087e-08 0 7.191847
7193 -1.164153e-08 0 7.192847
7194 -1.117587e-08 0 7.193847
7195 -1.117587e-08 0 7.194847
7196 -1.14087e-08 0 7.195847
7197 -1.14087e-08 0 7.196846
7198 -1.14087e-08 0 7.197846
7199 -1.164153e-08 0 7.198846
7200 -1.164153e-08 0 7.199846
7201 -1.164153e-08 0 7.200846
7202 -1.164153e-08 0 7.201846
7203 -1.14087e-08 0 7.202846
7204 -1.164153e-08 0 7.203846
7205 -1.187436e-08 0 7.204846
7206 -1.164153e-08 0 7.205846
7207 -1.164153e-08 0 7.206846
7208 -1.117587e-08 0 7.207846
7209 -1.14087e-08 0 7.208846
7210 -1.187436e-08 0 7.209846
7211 -1.210719e-08 0 7.210845
7212 -1.234002e-08 0 7.211845
7213 -1.234002e-08 0 7.212845
7214 -1.234002e-08 0 7.213845
7215 -1.234002e-08 0 7.214845
7216 -1.234002e-08 0 7.215845
7217 -1.187436e-08 0 7.216845
7218 -1.187436e-08 0 7.217845
7219 -1.257285e-08 0 7.218845
7220 -1.257285e-08 0 7.219845
7221 -1.257285e-08 0 7.220845
7222 -1.234002e-08 0 7.221845
7223 -1.187436e-08 0 7.222845
7224 -1.257285e-08 0 7.223845
7225 -1.210719e-08 0 7.224844
7226 -1.187436e-08 0 7.225844
7227 -1.210719e-08 0 7.226844
7228 -1.257285e-08 0 7.227844
7229 -1.210719e-08 0 7.228844
7230 -1.280569e-08 0 7.229844
7231 -1.234002e-08 0 7.230844
7232 -1.234002e-08 0 7.231844
7233 -1.280569e-08 0 7.232844
7234 -1.257285e-08 0 7.233844
7235 -1.257285e-08 0 7.234844
7236 -1.280569e-08 0 7.235844
7237 -1.303852e-08 0 7.236844
7238 -1.280569e-08 0 7.237844
7239 -1.234002e-08 0 7.238843
7240 -1.257285e-08 0 7.239843
7241 -1.327135e-08 0 7.240843
7242 -1.257285e-08 0 7.241843
7243 -1.280569e-08 0 7.242843
7244 -1.257285e-08 0 7.243843
7245 -1.303852e-08 0 7.244843
7246 -1.257285e-08 0 7.245843
7247 -1.280569e-08 0 7.246843
7248 -1.280569e-08 0 7.247843
7249 -1.373701e-08 0 7.248843
7250 -1.327135e-08 0 7.249843
7251 -1.280569e-08 0 7.250843
7252 -1.303852e-08 0 7.251842
7253 -1.327135e-08 0 7.252842
7254 -1.303852e-08 0 7.253842
7255 -1.373701e-08 0 7.254842
7256 -1.303852e-08 0 7.255842
7257 -1.280569e-08 0 7.256842
7258 -1.327135e-08 0 7.257842
7259 -1.303852e-08 0 7.258842
7260 -1.327135e-08 0 7.259842
7261 -1.280569e-08 0 7.260842
7262 -1.303852e-08 0 7.261842
7263 -1.350418e-08 0 7.262842
7264 -1.303852e-08 0 7.263842
7265 -1.350418e-08 0 7.264842
7266 -1.350418e-08 0 7.265841
7267 -1.350418e-08 0 7.266841
7268 -1.280569e-08 0 7.267841
7269 -1.327135e-08 0 7.268841
7270 -1.327135e-08 0 7.269841
7271 -1.373701e-08 0 7.270841
7272 -1.420267e-08 0 7.271841
7273 -1.303852e-08 0 7.272841
7274 -1.373701e-08 0 7.273841
7275 -1.350418e-08 0 7.274841
7276 -1.350418e-08 0 7.275841
7277 -1.327135e-08 0 7.276841
7278 -1.350418e-08 0 7.277841
7279 -1.396984e-08 0 7.278841
7280 -1.373701e-08 0 7.27984
7281 -1.350418e-08 0 7.28084
7282 -1.350418e-08 0 7.28184
7283 -1.373701e-08 0 7.28284
7284 -1.303852e-08 0 7.28384
7285 -1.350418e-08 0 7.28484
7286 -1.350418e-08 0 7.28584
7287 -1.327135e-08 0 7.28684
7288 -1.44355e-08 0 7.28784
7289 -1.396984e-08 0 7.28884
7290 -1.350418e-08 0 7.28984
7291 -1.44355e-08 0 7.29084
7292 -1.350418e-08 0 7.29184
7293 -1.373701e-08 0 7.29284
7294 -1.420267e-08 0 7.293839
7295 -1.373701e-08 0 7.294839
7296 -1.327135e-08 0 7.295839
7297 -1.327135e-08 0 7.296839
7298 -1.420267e-08 0 7.297839
7299 -1.396984e-08 0 7.298839
7300 -1.373701e-08 0 7.299839
7301 -1.373701e-08 0 7.300839
7302 -1.350418e-08 0 7.301839
7303 -1.396984e-08 0 7.302839
7304 -1.420267e-08 0 7.303839
7305 -1.396984e-08 0 7.304839
7306 -1.396984e-08 0 7.305839
7307 -1.396984e-08 0 7.306839
7308 -1.396984e-08 0 7.307838
7309 -1.396984e-08 0 7.308838
7310 -1.420267e-08 0 7.309838
7311 -1.396984e-08 0 7.310838
7312 -1.396984e-08 0 7.311838
7313 -1.420267e-08 0 7.312838
7314 -1.420267e-08 0 7.313838
7315 -1.373701e-08 0 7.314838
7316 -1.44355e-08 0 7.315838
7317 -1.420267e-08 0 7.316838
7318 -1.373701e-08 0 7.317838
7319 -1.373701e-08 0 7.318838
7320 -1.396984e-08 0 7.319838
7321 -1.396984e-08 0 7.320837
7322 -1.420267e-08 0 7.321837
7323 -1.396984e-08 0 7.322837
7324 -1.420267e-08 0 7.323837
7325 -1.420267e-08 0 7.324837
7326 -1.44355e-08 0 7.325837
7327 -1.396984e-08 0 7.326837
7328 -1.420267e-08 0 7.327837
7329 -1.396984e-08 0 7.328837
7330 -1.420267e-08 0 7.329837
7331 -1.44355e-08 0 7.330837
7332 -1.350418e-08 0 7.331837
7333 -1.466833e-08 0 7.332837
7334 -1.420267e-08 0 7.333837
7335 -1.490116e-08 0 7.334836
7336 -1.396984e-08 0 7.335836
7337 -1.44355e-08 0 7.336836
7338 -1.490116e-08 0 7.337836
7339 -1.396984e-08 0 7.338836
7340 -1.396984e-08 0 7.339836
7341 -1.373701e-08 0 7.340836
7342 -1.373701e-08 0 7.341836
7343 -1.373701e-08 0 7.342836
7344 -1.466833e-08 0 7.343836
7345 -1.396984e-08 0 7.344836
7346 -1.466833e-08 0 7.345836
7347 -1.420267e-08 0 7.346836
7348 -1.44355e-08 0 7.347836
7349 -1.44355e-08 0 7.348835
7350 -1.44355e-08 0 7.349835
7351 -1.420267e-08 0 7.350835
7352 -1.420267e-08 0 7.351835
7353 -1.420267e-08 0 7.352835
7354 -1.466833e-08 0 7.353835
7355 -1.44355e-08 0 7.354835
7356 -1.44355e-08 0 7.355835
7357 -1.44355e-08 0 7.356835
7358 -1.466833e-08 0 7.357835
7359 -1.44355e-08 0 7.358835
7360 -1.44355e-08 0 7.359835
7361 -1.396984e-08 0 7.360835
7362 -1.44355e-08 0 7.361835
7363 -1.396984e-08 0 7.362834
7364 -1.420267e-08 0 7.363834
7365 -1.490116e-08 0 7.364834
7366 -1.396984e-08 0 7.365834
7367 -1.466833e-08 0 7.366834
7368 -1.466833e-08 0 7.367834
7369 -1.466833e-08 0 7.368834
7370 -1.373701e-08 0 7.369834
7371 -1.420267e-08 0 7.370834
7372 -1.44355e-08 0 7.371834
7373 -1.420267e-08 0 7.372834
7374 -1.396984e-08 0 7.373834
7375 -1.373701e-08 0 7.374834
7376 -1.396984e-08 0 7.375834
7377 -1.490116e-08 0 7.376833
7378 -1.466833e-08 0 7.377833
7379 -1.490116e-08 0 7.378833
7380 -1.396984e-08 0 7.379833
7381 -1.420267e-08 0 7.380833
7382 -1.373701e-08 0 7.381833
