"tvelx-rfile"
"Time Step" "tvelx etc.."
("Time Step" "tvelx(t1)" "tvelx(t2)" "flow-time")
5214 -1.303852e-08 0 5.21399
5215 -1.303852e-08 0 5.21499
5216 -1.257285e-08 0 5.21599
5217 -1.234002e-08 0 5.21699
5218 -1.234002e-08 0 5.21799
5219 -1.257285e-08 0 5.21899
5220 -1.234002e-08 0 5.21999
5221 -1.234002e-08 0 5.22099
5222 -1.210719e-08 0 5.22199
5223 -1.303852e-08 0 5.22299
5224 -1.210719e-08 0 5.223989
5225 -1.210719e-08 0 5.224989
5226 -1.164153e-08 0 5.225989
5227 -1.187436e-08 0 5.226989
5228 -1.210719e-08 0 5.227989
5229 -1.187436e-08 0 5.228989
5230 -1.164153e-08 0 5.229989
5231 -1.164153e-08 0 5.230989
5232 -1.187436e-08 0 5.231989
5233 -1.164153e-08 0 5.232989
5234 -1.14087e-08 0 5.233989
5235 -1.117587e-08 0 5.234989
5236 -1.14087e-08 0 5.235989
5237 -1.094304e-08 0 5.236989
5238 -1.164153e-08 0 5.237988
5239 -1.094304e-08 0 5.238988
5240 -1.094304e-08 0 5.239988
5241 -1.094304e-08 0 5.240988
5242 -1.14087e-08 0 5.241988
5243 -1.14087e-08 0 5.242988
5244 -1.094304e-08 0 5.243988
5245 -1.14087e-08 0 5.244988
5246 -1.071021e-08 0 5.245988
5247 -1.094304e-08 0 5.246988
5248 -1.047738e-08 0 5.247988
5249 -1.117587e-08 0 5.248988
5250 -1.094304e-08 0 5.249988
5251 -1.094304e-08 0 5.250988
5252 -1.094304e-08 0 5.251987
5253 -1.071021e-08 0 5.252987
5254 -1.047738e-08 0 5.253987
5255 -1.071021e-08 0 5.254987
5256 -1.094304e-08 0 5.255987
5257 -1.047738e-08 0 5.256987
5258 -1.047738e-08 0 5.257987
5259 -1.047738e-08 0 5.258987
5260 -1.024455e-08 0 5.259987
5261 -1.024455e-08 0 5.260987
5262 -1.047738e-08 0 5.261987
5263 -1.071021e-08 0 5.262987
5264 -1.024455e-08 0 5.263987
5265 -1.047738e-08 0 5.264987
5266 -1.047738e-08 0 5.265986
5267 -1.047738e-08 0 5.266986
5268 -1.094304e-08 0 5.267986
5269 -1.071021e-08 0 5.268986
5270 -1.024455e-08 0 5.269986
5271 -1.071021e-08 0 5.270986
