"tvelmax-rfile"
"Time Step" "tvelmax etc.."
("Time Step" "tvelmax(t1)" "tvelmax(t2)" "flow-time")
5274 0.529229 0 5.273986
5275 0.529817 0 5.274986
5276 0.5303683 0 5.275986
5277 0.5308852 0 5.276986
5278 0.5313697 0 5.277986
5279 0.5318239 0 5.278986
5280 0.5322498 0 5.279985
5281 0.532649 0 5.280985
5282 0.5330234 0 5.281985
5283 0.5358697 0 5.282985
5284 0.5385383 0 5.283985
5285 0.54104 0 5.284985
5286 0.5433853 0 5.285985
5287 0.5455841 0 5.286985
5288 0.5476455 0 5.287985
5289 0.549578 0 5.288985
5290 0.5513897 0 5.289985
5291 0.5530883 0 5.290985
5292 0.5546806 0 5.291985
5293 0.5561734 0 5.292984
5294 0.557573 0 5.293984
5295 0.558885 0 5.294984
5296 0.5601151 0 5.295984
