"tvelmax-rfile"
"Time Step" "tvelmax etc.."
("Time Step" "tvelmax(t1)" "tvelmax(t2)" "flow-time")
7591 0.6630047 0 7.590818
7592 0.6638451 0 7.591818
7593 0.664633 0 7.592818
7594 0.6653717 0 7.593818
7595 0.6660641 0 7.594818
7596 0.6667134 0 7.595818
7597 0.6673219 0 7.596817
7598 0.6678925 0 7.597817
7599 0.6684275 0 7.598817
7600 0.668929 0 7.599817
7601 0.6693991 0 7.600817
7602 0.6698399 0 7.601817
7603 0.6707112 0 7.602817
7604 0.6715281 0 7.603817
7605 0.6722938 0 7.604817
7606 0.6730118 0 7.605817
7607 0.6736848 0 7.606817
7608 0.6743158 0 7.607817
7609 0.6749074 0 7.608817
7610 0.6754619 0 7.609817
7611 0.6759819 0 7.610816
7612 0.6764693 0 7.611816
7613 0.6769263 0 7.612816
7614 0.6773547 0 7.613816
7615 0.6777563 0 7.614816
7616 0.6781328 0 7.615816
7617 0.6784858 0 7.616816
7618 0.6788167 0 7.617816
7619 0.6791269 0 7.618816
7620 0.6794178 0 7.619816
7621 0.6796905 0 7.620816
7622 0.6799462 0 7.621816
7623 0.6808389 0 7.622816
7624 0.6816759 0 7.623816
7625 0.6824605 0 7.624815
7626 0.6831962 0 7.625815
7627 0.6838858 0 7.626815
7628 0.6845323 0 7.627815
7629 0.6851385 0 7.628815
7630 0.6857067 0 7.629815
7631 0.6862395 0 7.630815
7632 0.6867389 0 7.631815
7633 0.687207 0 7.632815
7634 0.6876461 0 7.633815
7635 0.6880576 0 7.634815
7636 0.6884434 0 7.635815
7637 0.6888051 0 7.636815
7638 0.6891441 0 7.637815
7639 0.6894621 0 7.638814
7640 0.6897601 0 7.639814
7641 0.6900395 0 7.640814
7642 0.6903014 0 7.641814
7643 0.6913179 0 7.642814
7644 0.6922709 0 7.643814
7645 0.6931643 0 7.644814
7646 0.6940019 0 7.645814
7647 0.6947871 0 7.646814
7648 0.6955232 0 7.647814
7649 0.6962134 0 7.648814
7650 0.6968603 0 7.649814
7651 0.6974669 0 7.650814
7652 0.6980355 0 7.651814
7653 0.6985686 0 7.652813
7654 0.6990685 0 7.653813
7655 0.699537 0 7.654813
7656 0.6999763 0 7.655813
7657 0.700388 0 7.656813
7658 0.7007742 0 7.657813
7659 0.7011361 0 7.658813
7660 0.7014754 0 7.659813
7661 0.7017936 0 7.660813
7662 0.7020918 0 7.661813
7663 0.7026514 0 7.662813
7664 0.7031762 0 7.663813
7665 0.703668 0 7.664813
7666 0.7041292 0 7.665812
7667 0.7045616 0 7.666812
7668 0.7049669 0 7.667812
7669 0.7053469 0 7.668812
7670 0.7057031 0 7.669812
7671 0.706037 0 7.670812
7672 0.7063501 0 7.671812
7673 0.7066436 0 7.672812
7674 0.7069189 0 7.673812
7675 0.7071768 0 7.674812
7676 0.7074187 0 7.675812
7677 0.7076454 0 7.676812
7678 0.7078581 0 7.677812
7679 0.7080573 0 7.678812
7680 0.7082441 0 7.679811
7681 0.7084193 0 7.680811
7682 0.7085835 0 7.681811
7683 0.7079734 0 7.682811
7684 0.7074013 0 7.683811
7685 0.7068651 0 7.684811
7686 0.7063624 0 7.685811
7687 0.7058911 0 7.686811
7688 0.7054493 0 7.687811
7689 0.705035 0 7.688811
7690 0.7046466 0 7.689811
7691 0.7042826 0 7.690811
7692 0.7039413 0 7.691811
7693 0.7036213 0 7.692811
7694 0.7033213 0 7.69381
7695 0.7030401 0 7.69481
7696 0.7027764 0 7.69581
7697 0.7025293 0 7.69681
7698 0.7022976 0 7.69781
7699 0.7020803 0 7.69881
7700 0.7018766 0 7.69981
7701 0.7016857 0 7.70081
7702 0.7015067 0 7.70181
7703 0.6993847 0 7.70281
7704 0.6973954 0 7.70381
7705 0.6955305 0 7.70481
7706 0.6937822 0 7.70581
7707 0.692143 0 7.70681
7708 0.6906063 0 7.707809
7709 0.6891657 0 7.708809
7710 0.6878151 0 7.709809
7711 0.6865489 0 7.710809
7712 0.6853618 0 7.711809
7713 0.684249 0 7.712809
7714 0.6832057 0 7.713809
7715 0.6822276 0 7.714809
7716 0.6813107 0 7.715809
7717 0.680451 0 7.716809
7718 0.6796451 0 7.717809
7719 0.6788895 0 7.718809
7720 0.6781812 0 7.719809
7721 0.6775171 0 7.720809
7722 0.6768945 0 7.721808
7723 0.6733358 0 7.722808
7724 0.6699995 0 7.723808
7725 0.6668718 0 7.724808
7726 0.6639395 0 7.725808
7727 0.6611905 0 7.726808
7728 0.6586133 0 7.727808
7729 0.6561971 0 7.728808
7730 0.653932 0 7.729808
7731 0.6518084 0 7.730808
7732 0.6498176 0 7.731808
7733 0.6479512 0 7.732808
7734 0.6462015 0 7.733808
7735 0.6445611 0 7.734807
7736 0.6430232 0 7.735807
7737 0.6415815 0 7.736807
7738 0.6402299 0 7.737807
7739 0.6389627 0 7.738807
7740 0.6377746 0 7.739807
7741 0.636661 0 7.740807
7742 0.6356169 0 7.741807
7743 0.6311473 0 7.742807
7744 0.6269571 0 7.743807
7745 0.6230287 0 7.744807
7746 0.6193459 0 7.745807
7747 0.6158932 0 7.746807
7748 0.6126564 0 7.747807
7749 0.6096218 0 7.748806
7750 0.606777 0 7.749806
7751 0.6041099 0 7.750806
7752 0.6016095 0 7.751806
7753 0.5992653 0 7.752806
7754 0.5970677 0 7.753806
7755 0.5950074 0 7.754806
7756 0.593076 0 7.755806
7757 0.5912652 0 7.756806
7758 0.5895676 0 7.757806
7759 0.5879761 0 7.758806
7760 0.5864841 0 7.759806
7761 0.5850853 0 7.760806
7762 0.5837739 0 7.761806
7763 0.5801482 0 7.762805
7764 0.5767493 0 7.763805
7765 0.5735627 0 7.764805
7766 0.5705753 0 7.765805
7767 0.5677746 0 7.766805
7768 0.5651488 0 7.767805
7769 0.5626873 0 7.768805
7770 0.5603796 0 7.769805
7771 0.5582162 0 7.770805
7772 0.5561879 0 7.771805
7773 0.5542864 0 7.772805
7774 0.5525038 0 7.773805
7775 0.5508325 0 7.774805
7776 0.5492657 0 7.775805
7777 0.5477968 0 7.776804
7778 0.5464198 0 7.777804
7779 0.5451288 0 7.778804
7780 0.5439185 0 7.779804
7781 0.5427839 0 7.780804
7782 0.5417201 0 7.781804
7783 0.5410835 0 7.782804
7784 0.5404868 0 7.783804
7785 0.5399272 0 7.784804
7786 0.5394028 0 7.785804
7787 0.538911 0 7.786804
7788 0.5384501 0 7.787804
7789 0.5380179 0 7.788804
7790 0.5376126 0 7.789804
7791 0.5372328 0 7.790803
7792 0.5368767 0 7.791803
7793 0.5365428 0 7.792803
7794 0.5362298 0 7.793803
7795 0.5359364 0 7.794803
7796 0.5356613 0 7.795803
7797 0.5354035 0 7.796803
7798 0.5351617 0 7.797803
7799 0.534935 0 7.798803
7800 0.5347225 0 7.799803
7801 0.5345233 0 7.800803
7802 0.5343365 0 7.801803
7803 0.535843 0 7.802803
7804 0.5372553 0 7.803802
7805 0.5385793 0 7.804802
7806 0.5398207 0 7.805802
7807 0.5409845 0 7.806802
7808 0.5420754 0 7.807802
7809 0.5430982 0 7.808802
7810 0.5440571 0 7.809802
7811 0.544956 0 7.810802
7812 0.5457988 0 7.811802
7813 0.5465889 0 7.812802
7814 0.5473296 0 7.813802
7815 0.5480241 0 7.814802
7816 0.548675 0 7.815802
7817 0.5492854 0 7.816802
7818 0.5498575 0 7.817801
7819 0.5503939 0 7.818801
7820 0.5508968 0 7.819801
7821 0.5513683 0 7.820801
7822 0.5518103 0 7.821801
7823 0.5540936 0 7.822801
7824 0.5562342 0 7.823801
7825 0.558241 0 7.824801
7826 0.5601223 0 7.825801
7827 0.5618861 0 7.826801
7828 0.5635397 0 7.827801
7829 0.5650899 0 7.828801
7830 0.5665432 0 7.829801
7831 0.5679056 0 7.830801
7832 0.569183 0 7.8318
7833 0.5703804 0 7.8328
7834 0.5715031 0 7.8338
7835 0.5725556 0 7.8348
7836 0.5735423 0 7.8358
7837 0.5744674 0 7.8368
7838 0.5753345 0 7.8378
7839 0.5761475 0 7.8388
7840 0.5769097 0 7.8398
7841 0.5776244 0 7.8408
7842 0.5782943 0 7.8418
7843 0.580672 0 7.8428
7844 0.5829011 0 7.8438
7845 0.584991 0 7.8448
7846 0.5869501 0 7.845799
7847 0.588787 0 7.846799
7848 0.5905089 0 7.847799
7849 0.5921233 0 7.848799
7850 0.5936367 0 7.849799
7851 0.5950555 0 7.850799
7852 0.5963857 0 7.851799
7853 0.5976328 0 7.852799
7854 0.5988019 0 7.853799
7855 0.5998979 0 7.854799
7856 0.6009254 0 7.855799
7857 0.6018887 0 7.856799
7858 0.6027917 0 7.857799
7859 0.6036385 0 7.858799
7860 0.6044322 0 7.859798
7861 0.6051763 0 7.860798
7862 0.6058739 0 7.861798
7863 0.6081563 0 7.862798
7864 0.610296 0 7.863798
7865 0.6123019 0 7.864798
7866 0.6141825 0 7.865798
7867 0.6159456 0 7.866798
7868 0.6175984 0 7.867798
7869 0.619148 0 7.868798
7870 0.6206007 0 7.869798
7871 0.6219626 0 7.870798
7872 0.6232394 0 7.871798
7873 0.6244364 0 7.872797
7874 0.6255586 0 7.873797
7875 0.6266106 0 7.874797
7876 0.6275969 0 7.875797
7877 0.6285216 0 7.876797
7878 0.6293884 0 7.877797
7879 0.6302011 0 7.878797
7880 0.630963 0 7.879797
7881 0.6316772 0 7.880797
7882 0.6323469 0 7.881797
7883 0.6343026 0 7.882797
7884 0.6361362 0 7.883797
7885 0.6378551 0 7.884797
7886 0.6394666 0 7.885797
7887 0.6409774 0 7.886796
7888 0.6423938 0 7.887796
7889 0.6437216 0 7.888796
7890 0.6449665 0 7.889796
7891 0.6461335 0 7.890796
7892 0.6472276 0 7.891796
7893 0.6482534 0 7.892796
7894 0.649215 0 7.893796
7895 0.6501164 0 7.894796
7896 0.6509616 0 7.895796
7897 0.651754 0 7.896796
7898 0.6524968 0 7.897796
7899 0.6531932 0 7.898796
7900 0.6538461 0 7.899796
7901 0.6544582 0 7.900795
7902 0.6550319 0 7.901795
7903 0.6564587 0 7.902795
7904 0.6577961 0 7.903795
7905 0.6590501 0 7.904795
7906 0.6602257 0 7.905795
7907 0.6613278 0 7.906795
7908 0.662361 0 7.907795
7909 0.6633296 0 7.908795
7910 0.6642377 0 7.909795
7911 0.6650891 0 7.910795
7912 0.6658872 0 7.911795
7913 0.6666354 0 7.912795
7914 0.6673369 0 7.913795
7915 0.6679946 0 7.914794
7916 0.6686112 0 7.915794
7917 0.6691892 0 7.916794
7918 0.669731 0 7.917794
7919 0.670239 0 7.918794
7920 0.6707153 0 7.919794
7921 0.6711617 0 7.920794
7922 0.6715803 0 7.921794
7923 0.6723855 0 7.922794
7924 0.6731403 0 7.923794
7925 0.6738479 0 7.924794
7926 0.6745113 0 7.925794
7927 0.6751332 0 7.926794
7928 0.6757163 0 7.927794
7929 0.6762629 0 7.928793
7930 0.6767754 0 7.929793
7931 0.6772558 0 7.930793
7932 0.6777062 0 7.931793
7933 0.6781284 0 7.932793
7934 0.6785243 0 7.933793
7935 0.6788955 0 7.934793
7936 0.6792434 0 7.935793
7937 0.6795695 0 7.936793
7938 0.6798753 0 7.937793
7939 0.6801621 0 7.938793
7940 0.6804308 0 7.939793
7941 0.6806828 0 7.940793
7942 0.680919 0 7.941792
7943 0.6818556 0 7.942792
7944 0.6827338 0 7.943792
7945 0.6835571 0 7.944792
7946 0.6843289 0 7.945792
7947 0.6850525 0 7.946792
7948 0.6857308 0 7.947792
7949 0.6863667 0 7.948792
7950 0.686963 0 7.949792
7951 0.6875219 0 7.950792
7952 0.6880459 0 7.951792
7953 0.6885371 0 7.952792
7954 0.6889977 0 7.953792
7955 0.6894295 0 7.954792
7956 0.6898342 0 7.955791
7957 0.6902137 0 7.956791
7958 0.6905695 0 7.957791
7959 0.690903 0 7.958791
7960 0.6912156 0 7.959791
7961 0.6915088 0 7.960791
7962 0.6917837 0 7.961791
7963 0.6927794 0 7.962791
7964 0.6937128 0 7.963791
7965 0.6945879 0 7.964791
7966 0.6954082 0 7.965791
7967 0.6961774 0 7.966791
7968 0.6968985 0 7.967791
7969 0.6975745 0 7.968791
7970 0.6982083 0 7.96979
7971 0.6988024 0 7.97079
7972 0.6993594 0 7.97179
7973 0.6998816 0 7.97279
7974 0.7003711 0 7.97379
7975 0.7008301 0 7.97479
7976 0.7012604 0 7.97579
7977 0.7016638 0 7.97679
7978 0.7020419 0 7.97779
7979 0.7023964 0 7.97879
7980 0.7027289 0 7.97979
7981 0.7030405 0 7.98079
7982 0.7033326 0 7.98179
7983 0.7037669 0 7.98279
7984 0.704174 0 7.983789
7985 0.7045557 0 7.984789
7986 0.7049136 0 7.985789
7987 0.705249 0 7.986789
7988 0.7055635 0 7.987789
7989 0.7058584 0 7.988789
7990 0.7061347 0 7.989789
7991 0.7063939 0 7.990789
7992 0.7066369 0 7.991789
7993 0.7068647 0 7.992789
7994 0.7070782 0 7.993789
7995 0.7072784 0 7.994789
7996 0.707466 0 7.995789
7997 0.707642 0 7.996789
7998 0.707807 0 7.997788
7999 0.7079616 0 7.998788
8000 0.7081066 0 7.999788
8001 0.7082424 0 8.000789
8002 0.7083699 0 8.001789
8003 0.7075858 0 8.002789
8004 0.7068506 0 8.00379
8005 0.7061614 0 8.00479
8006 0.7055153 0 8.005791
8007 0.7049096 0 8.006791
8008 0.7043417 0 8.007792
8009 0.7038093 0 8.008792
8010 0.7033102 0 8.009792
8011 0.7028422 0 8.010793
8012 0.7024035 0 8.011793
8013 0.7019923 0 8.012794
8014 0.7016068 0 8.013794
8015 0.7012453 0 8.014794
8016 0.7009065 0 8.015795
8017 0.7005888 0 8.016795
8018 0.7002909 0 8.017796
8019 0.7000117 0 8.018796
8020 0.6997499 0 8.019796
8021 0.6995046 0 8.020797
8022 0.6992745 0 8.021797
8023 0.6969392 0 8.022798
8024 0.6947501 0 8.023798
8025 0.6926977 0 8.024798
8026 0.6907736 0 8.025799
8027 0.6889697 0 8.026799
8028 0.6872786 0 8.0278
8029 0.6856932 0 8.0288
8030 0.6842068 0 8.0298
8031 0.6828134 0 8.030801
8032 0.6815071 0 8.031801
8033 0.6802824 0 8.032802
8034 0.6791342 0 8.033802
8035 0.6780578 0 8.034802
8036 0.6770487 0 8.035803
8037 0.6761026 0 8.036803
8038 0.6752157 0 8.037804
8039 0.6743842 0 8.038804
8040 0.6736047 0 8.039804
8041 0.6728739 0 8.040805
8042 0.6721888 0 8.041805
8043 0.6684796 0 8.042806
8044 0.6650023 0 8.043806
8045 0.6617423 0 8.044806
8046 0.6586861 0 8.045807
8047 0.6558208 0 8.046807
8048 0.6531347 0 8.047808
8049 0.6506165 0 8.048808
8050 0.6482556 0 8.049809
8051 0.6460422 0 8.050809
8052 0.6439673 0 8.051809
8053 0.6420219 0 8.05281
8054 0.6401982 0 8.05381
8055 0.6384885 0 8.054811
8056 0.6368856 0 8.055811
8057 0.635383 0 8.056811
8058 0.6339742 0 8.057812
8059 0.6326534 0 8.058812
8060 0.6314152 0 8.059813
8061 0.6302544 0 8.060813
8062 0.6291662 0 8.061813
8063 0.6246872 0 8.062814
8064 0.6204882 0 8.063814
8065 0.6165515 0 8.064815
8066 0.612861 0 8.065815
8067 0.6094011 0 8.066815
8068 0.6061574 0 8.067816
8069 0.6031165 0 8.068816
8070 0.6002656 0 8.069817
8071 0.5975929 0 8.070817
8072 0.5950872 0 8.071817
8073 0.5927382 0 8.072818
8074 0.5905359 0 8.073818
8075 0.5884714 0 8.074819
8076 0.5865358 0 8.075819
8077 0.5847212 0 8.076819
8078 0.58302 0 8.07782
8079 0.5814251 0 8.07882
8080 0.57993 0 8.079821
8081 0.5785283 0 8.080821
8082 0.5772141 0 8.081821
8083 0.5738858 0 8.082822
8084 0.5707656 0 8.083822
8085 0.5678403 0 8.084823
8086 0.5650978 0 8.085823
8087 0.5625268 0 8.086823
8088 0.5601164 0 8.087824
8089 0.5578566 0 8.088824
8090 0.5557382 0 8.089825
8091 0.5537521 0 8.090825
8092 0.5518902 0 8.091825
8093 0.5501446 0 8.092826
8094 0.5485082 0 8.093826
8095 0.5469739 0 8.094827
8096 0.5455356 0 8.095827
8097 0.5441872 0 8.096828
8098 0.5429231 0 8.097828
8099 0.541738 0 8.098828
8100 0.5406269 0 8.099829
8101 0.5395852 0 8.100829
8102 0.5386087 0 8.10183
8103 0.5383432 0 8.10283
8104 0.5380942 0 8.10383
8105 0.5378608 0 8.104831
8106 0.537642 0 8.105831
8107 0.5374368 0 8.106832
8108 0.5372446 0 8.107832
8109 0.5370643 0 8.108832
8110 0.5368952 0 8.109833
8111 0.5367368 0 8.110833
8112 0.5365881 0 8.111834
8113 0.5364489 0 8.112834
8114 0.5363183 0 8.113834
8115 0.5361959 0 8.114835
8116 0.5360811 0 8.115835
8117 0.5359736 0 8.116836
8118 0.5358728 0 8.117836
8119 0.5357782 0 8.118836
8120 0.5356895 0 8.119837
8121 0.5356064 0 8.120837
8122 0.5355285 0 8.121838
8123 0.5372031 0 8.122838
8124 0.5387731 0 8.123838
8125 0.5402449 0 8.124839
8126 0.5416247 0 8.125839
8127 0.5429183 0 8.12684
8128 0.544131 0 8.12784
8129 0.545268 0 8.12884
8130 0.5463338 0 8.129841
8131 0.5473331 0 8.130841
8132 0.5482699 0 8.131842
8133 0.5491482 0 8.132842
8134 0.5499716 0 8.133842
8135 0.5507435 0 8.134843
8136 0.5514672 0 8.135843
8137 0.5521456 0 8.136844
8138 0.5527816 0 8.137844
8139 0.5533779 0 8.138844
8140 0.553937 0 8.139845
8141 0.554461 0 8.140845
8142 0.5549523 0 8.141846
8143 0.5572789 0 8.142846
8144 0.5594601 0 8.143847
8145 0.5615049 0 8.144847
8146 0.5634219 0 8.145847
8147 0.5652192 0 8.146848
8148 0.5669041 0 8.147848
8149 0.5684837 0 8.148849
8150 0.5699645 0 8.149849
8151 0.5713528 0 8.150849
8152 0.5726544 0 8.15185
8153 0.5738746 0 8.15285
8154 0.5750185 0 8.153851
8155 0.576091 0 8.154851
8156 0.5770964 0 8.155851
8157 0.578039 0 8.156852
8158 0.5789226 0 8.157852
8159 0.5797511 0 8.158853
8160 0.5805277 0 8.159853
8161 0.5812559 0 8.160853
8162 0.5819384 0 8.161854
8163 0.5843117 0 8.162854
8164 0.5865366 0 8.163855
8165 0.5886226 0 8.164855
8166 0.5905781 0 8.165855
8167 0.5924113 0 8.166856
8168 0.5941301 0 8.167856
8169 0.5957413 0 8.168857
8170 0.597252 0 8.169857
8171 0.5986682 0 8.170857
8172 0.5999958 0 8.171858
8173 0.6012405 0 8.172858
8174 0.6024074 0 8.173859
8175 0.6035014 0 8.174859
8176 0.6045269 0 8.175859
8177 0.6054884 0 8.17686
8178 0.6063898 0 8.17786
8179 0.6072348 0 8.178861
8180 0.6080272 0 8.179861
8181 0.6087699 0 8.180861
8182 0.6094662 0 8.181862
8183 0.6117206 0 8.182862
8184 0.6138343 0 8.183863
8185 0.6158158 0 8.184863
8186 0.6176735 0 8.185863
8187 0.619415 0 8.186864
8188 0.6210477 0 8.187864
8189 0.6225784 0 8.188865
8190 0.6240134 0 8.189865
8191 0.6253587 0 8.190866
8192 0.6266199 0 8.191866
8193 0.6278023 0 8.192866
8194 0.6289108 0 8.193867
8195 0.62995 0 8.194867
8196 0.6309243 0 8.195868
8197 0.6318377 0 8.196868
8198 0.6326939 0 8.197868
8199 0.6334966 0 8.198869
8200 0.6342493 0 8.199869
8201 0.6349549 0 8.20087
8202 0.6356163 0 8.20187
8203 0.637508 0 8.20287
8204 0.6392815 0 8.203871
8205 0.6409442 0 8.204871
8206 0.6425028 0 8.205872
8207 0.6439642 0 8.206872
8208 0.6453341 0 8.207872
8209 0.6466185 0 8.208873
8210 0.6478226 0 8.209873
8211 0.6489514 0 8.210874
8212 0.6500097 0 8.211874
8213 0.6510018 0 8.212874
8214 0.6519319 0 8.213875
8215 0.6528038 0 8.214875
8216 0.6536214 0 8.215876
8217 0.6543878 0 8.216876
8218 0.6551062 0 8.217876
8219 0.6557798 0 8.218877
8220 0.6564113 0 8.219877
8221 0.6570034 0 8.220878
8222 0.6575584 0 8.221878
8223 0.6589034 0 8.222878
8224 0.6601642 0 8.223879
8225 0.6613463 0 8.224879
8226 0.6624545 0 8.22588
8227 0.6634935 0 8.22688
8228 0.6644675 0 8.22788
8229 0.6653806 0 8.228881
8230 0.6662366 0 8.229881
8231 0.6670392 0 8.230882
8232 0.6677916 0 8.231882
8233 0.668497 0 8.232882
8234 0.6691583 0 8.233883
8235 0.6697783 0 8.234883
8236 0.6703594 0 8.235884
8237 0.6709043 0 8.236884
8238 0.6714152 0 8.237885
8239 0.6718941 0 8.238885
8240 0.672343 0 8.239885
8241 0.6727639 0 8.240886
8242 0.6731585 0 8.241886
8243 0.6739127 0 8.242887
8244 0.6746197 0 8.243887
8245 0.6752827 0 8.244887
8246 0.6759042 0 8.245888
8247 0.6764867 0 8.246888
8248 0.6770329 0 8.247889
8249 0.677545 0 8.248889
8250 0.6780251 0 8.249889
8251 0.6784751 0 8.25089
8252 0.678897 0 8.25189
8253 0.6792926 0 8.252891
8254 0.6796634 0 8.253891
8255 0.680011 0 8.254891
8256 0.6803369 0 8.255892
8257 0.6806425 0 8.256892
8258 0.680929 0 8.257893
8259 0.6811975 0 8.258893
8260 0.6814493 0 8.259893
8261 0.6816853 0 8.260894
8262 0.6819066 0 8.261894
8263 0.6828865 0 8.262895
8264 0.6838052 0 8.263895
8265 0.6846663 0 8.264895
8266 0.6854737 0 8.265896
8267 0.6862307 0 8.266896
8268 0.6869403 0 8.267897
8269 0.6876056 0 8.268897
8270 0.6882293 0 8.269897
8271 0.688814 0 8.270898
8272 0.6893622 0 8.271898
8273 0.689876 0 8.272899
8274 0.6903579 0 8.273899
8275 0.6908095 0 8.274899
8276 0.691233 0 8.2759
8277 0.6916299 0 8.2769
8278 0.6920021 0 8.277901
8279 0.692351 0 8.278901
8280 0.6926782 0 8.279902
8281 0.6929848 0 8.280902
8282 0.6932723 0 8.281902
8283 0.6942311 0 8.282903
8284 0.6951299 0 8.283903
8285 0.6959727 0 8.284904
8286 0.6967627 0 8.285904
8287 0.6975034 0 8.286904
8288 0.6981977 0 8.287905
8289 0.6988486 0 8.288905
8290 0.699459 0 8.289906
8291 0.7000311 0 8.290906
8292 0.7005675 0 8.291906
8293 0.7010704 0 8.292907
8294 0.7015418 0 8.293907
8295 0.7019837 0 8.294908
8296 0.702398 0 8.295908
8297 0.7027865 0 8.296908
8298 0.7031506 0 8.297909
8299 0.7034921 0 8.298909
8300 0.7038122 0 8.29991
8301 0.7041122 0 8.30091
8302 0.7043934 0 8.30191
8303 0.7046975 0 8.302911
8304 0.7049824 0 8.303911
8305 0.7052495 0 8.304912
8306 0.7054999 0 8.305912
8307 0.7057347 0 8.306912
8308 0.7059548 0 8.307913
8309 0.7061612 0 8.308913
8310 0.7063547 0 8.309914
8311 0.706536 0 8.310914
8312 0.706706 0 8.311914
8313 0.7068654 0 8.312915
8314 0.7070149 0 8.313915
8315 0.7071549 0 8.314916
8316 0.7072863 0 8.315916
8317 0.7074094 0 8.316916
8318 0.7075249 0 8.317917
8319 0.7076331 0 8.318917
8320 0.7077346 0 8.319918
8321 0.7078297 0 8.320918
8322 0.7079188 0 8.321918
8323 0.7069529 0 8.322919
8324 0.7060473 0 8.323919
8325 0.7051983 0 8.32492
8326 0.7044023 0 8.32592
8327 0.7036561 0 8.326921
8328 0.7029566 0 8.327921
8329 0.7023007 0 8.328921
8330 0.7016858 0 8.329922
8331 0.7011094 0 8.330922
8332 0.7005691 0 8.331923
8333 0.7000625 0 8.332923
8334 0.6995875 0 8.333923
8335 0.6991422 0 8.334924
8336 0.6987248 0 8.335924
8337 0.6983334 0 8.336925
8338 0.6979665 0 8.337925
8339 0.6976226 0 8.338925
8340 0.6973001 0 8.339926
8341 0.6969978 0 8.340926
8342 0.6967144 0 8.341927
8343 0.6941724 0 8.342927
8344 0.6917893 0 8.343927
8345 0.689555 0 8.344928
8346 0.6874605 0 8.345928
8347 0.6854969 0 8.346929
8348 0.6836559 0 8.347929
8349 0.6819301 0 8.348929
8350 0.6803122 0 8.34993
8351 0.6787953 0 8.35093
8352 0.6773732 0 8.351931
8353 0.6760401 0 8.352931
8354 0.6747902 0 8.353931
8355 0.6736184 0 8.354932
8356 0.6725199 0 8.355932
8357 0.6714901 0 8.356933
8358 0.6705246 0 8.357933
8359 0.6696194 0 8.358933
8360 0.6687708 0 8.359934
8361 0.6679754 0 8.360934
8362 0.6672295 0 8.361935
8363 0.6633597 0 8.362935
8364 0.6597319 0 8.363935
8365 0.6563306 0 8.364936
8366 0.6531421 0 8.365936
8367 0.6501528 0 8.366937
8368 0.6473503 0 8.367937
8369 0.644723 0 8.368937
8370 0.6422598 0 8.369938
8371 0.6399508 0 8.370938
8372 0.6377859 0 8.371939
8373 0.6357563 0 8.372939
8374 0.6338537 0 8.37394
8375 0.6320699 0 8.37494
8376 0.6303976 0 8.37594
8377 0.6288298 0 8.376941
8378 0.62736 0 8.377941
8379 0.625982 0 8.378942
8380 0.6246904 0 8.379942
8381 0.6234792 0 8.380942
8382 0.6223439 0 8.381943
8383 0.6178923 0 8.382943
8384 0.613719 0 8.383944
8385 0.6098065 0 8.384944
8386 0.6061386 0 8.385944
8387 0.6026998 0 8.386945
8388 0.5994761 0 8.387945
8389 0.5964538 0 8.388946
8390 0.5936204 0 8.389946
8391 0.5909641 0 8.390946
8392 0.5884738 0 8.391947
8393 0.5861391 0 8.392947
8394 0.5839503 0 8.393948
8395 0.5818984 0 8.394948
8396 0.5799748 0 8.395948
8397 0.5781713 0 8.396949
8398 0.5764806 0 8.397949
8399 0.5748954 0 8.39895
8400 0.5734094 0 8.39995
8401 0.5720163 0 8.40095
8402 0.5707102 0 8.401951
8403 0.5677493 0 8.402951
8404 0.5649734 0 8.403952
8405 0.5623709 0 8.404952
8406 0.5599312 0 8.405952
8407 0.5576438 0 8.406953
8408 0.5554996 0 8.407953
8409 0.5534893 0 8.408954
8410 0.5516046 0 8.409954
8411 0.5498376 0 8.410954
8412 0.5481813 0 8.411955
8413 0.5466283 0 8.412955
8414 0.5451725 0 8.413956
8415 0.5438077 0 8.414956
8416 0.5425281 0 8.415956
8417 0.5413284 0 8.416957
8418 0.5402039 0 8.417957
8419 0.5391496 0 8.418958
8420 0.5381612 0 8.419958
8421 0.5372345 0 8.420959
8422 0.5363657 0 8.421959
8423 0.5364503 0 8.422959
8424 0.5365296 0 8.42396
8425 0.5366039 0 8.42496
8426 0.5366735 0 8.425961
8427 0.5367389 0 8.426961
8428 0.5368002 0 8.427961
8429 0.5368575 0 8.428962
8430 0.5369114 0 8.429962
8431 0.5369619 0 8.430963
8432 0.5370092 0 8.431963
8433 0.5370536 0 8.432963
8434 0.5370951 0 8.433964
8435 0.5371342 0 8.434964
8436 0.5371707 0 8.435965
8437 0.537205 0 8.436965
8438 0.5372371 0 8.437965
8439 0.5372672 0 8.438966
8440 0.5372955 0 8.439966
8441 0.5373219 0 8.440967
8442 0.5373467 0 8.441967
8443 0.5391485 0 8.442967
8444 0.5408377 0 8.443968
8445 0.5424214 0 8.444968
8446 0.543906 0 8.445969
8447 0.5452979 0 8.446969
8448 0.5466027 0 8.447969
8449 0.5478261 0 8.44897
8450 0.5489729 0 8.44997
8451 0.5500481 0 8.450971
8452 0.5510561 0 8.451971
8453 0.5520011 0 8.452971
8454 0.552887 0 8.453972
8455 0.5537176 0 8.454972
8456 0.5544962 0 8.455973
8457 0.5552262 0 8.456973
8458 0.5559105 0 8.457973
8459 0.5565521 0 8.458974
8460 0.5571536 0 8.459974
8461 0.5577175 0 8.460975
8462 0.5582461 0 8.461975
8463 0.5606021 0 8.462976
8464 0.5628107 0 8.463976
8465 0.5648813 0 8.464976
