"tvely-rfile"
"Time Step" "tvely etc.."
("Time Step" "tvely(t1)" "tvely(t2)" "flow-time")
5492 -0.5092225 0 5.49197
5493 -0.5084984 0 5.49297
5494 -0.5078195 0 5.49397
5495 -0.5071831 0 5.49497
5496 -0.5065864 0 5.49597
5497 -0.5060271 0 5.49697
5498 -0.5055026 0 5.49797
5499 -0.505011 0 5.49897
5500 -0.5045502 0 5.499969
5501 -0.504118 0 5.500969
5502 -0.503713 0 5.501969
5503 -0.5010881 0 5.502969
5504 -0.4986273 0 5.503969
5505 -0.4963204 0 5.504969
5506 -0.4941576 0 5.505969
5507 -0.49213 0 5.506969
5508 -0.4902291 0 5.507969
5509 -0.488447 0 5.508969
5510 -0.4867763 0 5.509969
5511 -0.48521 0 5.510969
5512 -0.4837416 0 5.511969
5513 -0.482365 0 5.512969
5514 -0.4810744 0 5.513968
5515 -0.4798644 0 5.514968
5516 -0.4787301 0 5.515968
5517 -0.4776667 0 5.516968
5518 -0.4766698 0 5.517968
5519 -0.4757352 0 5.518968
5520 -0.4748589 0 5.519968
5521 -0.4740375 0 5.520968
5522 -0.4732674 0 5.521968
5523 -0.4695411 0 5.522968
5524 -0.4660477 0 5.523968
5525 -0.4627726 0 5.524968
5526 -0.4597023 0 5.525968
5527 -0.4568238 0 5.526968
5528 -0.4541252 0 5.527967
5529 -0.4515953 0 5.528967
5530 -0.4492235 0 5.529967
5531 -0.447 0 5.530967
5532 -0.4449154 0 5.531967
5533 -0.4429611 0 5.532967
5534 -0.441129 0 5.533967
5535 -0.4394113 0 5.534967
5536 -0.437801 0 5.535967
5537 -0.4362914 0 5.536967
5538 -0.4348761 0 5.537967
5539 -0.4335493 0 5.538967
5540 -0.4323054 0 5.539967
5541 -0.4311392 0 5.540967
5542 -0.4300459 0 5.541966
5543 -0.4264979 0 5.542966
5544 -0.4231716 0 5.543966
5545 -0.4200532 0 5.544966
5546 -0.4171298 0 5.545966
5547 -0.414389 0 5.546966
5548 -0.4118195 0 5.547966
5549 -0.4094106 0 5.548966
5550 -0.4071523 0 5.549966
5551 -0.4050351 0 5.550966
5552 -0.4030503 0 5.551966
5553 -0.4011895 0 5.552966
5554 -0.399445 0 5.553966
5555 -0.3978095 0 5.554965
5556 -0.3962762 0 5.555965
5557 -0.3948388 0 5.556965
5558 -0.3934912 0 5.557965
5559 -0.3922279 0 5.558965
5560 -0.3910435 0 5.559965
5561 -0.3899331 0 5.560965
5562 -0.3888921 0 5.561965
5563 -0.3877453 0 5.562965
5564 -0.3866702 0 5.563965
5565 -0.3856622 0 5.564965
5566 -0.3847173 0 5.565965
5567 -0.3838314 0 5.566965
5568 -0.3830008 0 5.567965
5569 -0.3822222 0 5.568964
5570 -0.3814923 0 5.569964
5571 -0.3808079 0 5.570964
5572 -0.3801664 0 5.571964
5573 -0.3795649 0 5.572964
5574 -0.3790011 0 5.573964
5575 -0.3784724 0 5.574964
5576 -0.3779768 0 5.575964
5577 -0.3775122 0 5.576964
5578 -0.3770766 0 5.577964
5579 -0.3766682 0 5.578964
5580 -0.3762854 0 5.579964
5581 -0.3759265 0 5.580964
5582 -0.37559 0 5.581964
5583 -0.3765257 0 5.582963
5584 -0.3774029 0 5.583963
5585 -0.3782253 0 5.584963
5586 -0.3789963 0 5.585963
5587 -0.3797191 0 5.586963
5588 -0.3803967 0 5.587963
5589 -0.381032 0 5.588963
5590 -0.3816276 0 5.589963
5591 -0.3821859 0 5.590963
5592 -0.3827094 0 5.591963
5593 -0.3832001 0 5.592963
5594 -0.3836602 0 5.593963
5595 -0.3840915 0 5.594963
5596 -0.3844958 0 5.595963
5597 -0.3848749 0 5.596962
5598 -0.3852303 0 5.597962
5599 -0.3855635 0 5.598962
5600 -0.3858758 0 5.599962
5601 -0.3861687 0 5.600962
5602 -0.3864432 0 5.601962
5603 -0.3881401 0 5.602962
5604 -0.389731 0 5.603962
