"tvely-rfile"
"Time Step" "tvely etc.."
("Time Step" "tvely(t1)" "tvely(t2)" "flow-time")
7823 -0.391483 0 7.822801
7824 -0.3929953 0 7.823801
7825 -0.3944132 0 7.824801
7826 -0.3957424 0 7.825801
7827 -0.3969886 0 7.826801
7828 -0.3981569 0 7.827801
7829 -0.3992521 0 7.828801
7830 -0.4002789 0 7.829801
7831 -0.4012415 0 7.830801
7832 -0.402144 0 7.8318
7833 -0.4029901 0 7.8328
7834 -0.4037833 0 7.8338
7835 -0.4045269 0 7.8348
7836 -0.405224 0 7.8358
7837 -0.4058776 0 7.8368
7838 -0.4064903 0 7.8378
7839 -0.4070647 0 7.8388
7840 -0.4076032 0 7.8398
7841 -0.4081081 0 7.8408
7842 -0.4085814 0 7.8418
7843 -0.4102613 0 7.8428
7844 -0.4118363 0 7.8438
7845 -0.4133128 0 7.8448
7846 -0.4146971 0 7.845799
7847 -0.4159948 0 7.846799
7848 -0.4172114 0 7.847799
7849 -0.418352 0 7.848799
7850 -0.4194213 0 7.849799
7851 -0.4204237 0 7.850799
7852 -0.4213636 0 7.851799
7853 -0.4222446 0 7.852799
7854 -0.4230706 0 7.853799
7855 -0.423845 0 7.854799
7856 -0.424571 0 7.855799
7857 -0.4252516 0 7.856799
7858 -0.4258896 0 7.857799
7859 -0.4264878 0 7.858799
7860 -0.4270486 0 7.859798
7861 -0.4275744 0 7.860798
7862 -0.4280673 0 7.861798
7863 -0.4296798 0 7.862798
7864 -0.4311915 0 7.863798
7865 -0.4326088 0 7.864798
7866 -0.4339375 0 7.865798
7867 -0.4351831 0 7.866798
7868 -0.4363509 0 7.867798
7869 -0.4374457 0 7.868798
7870 -0.4384721 0 7.869798
7871 -0.4394343 0 7.870798
7872 -0.4403364 0 7.871798
7873 -0.4411821 0 7.872797
7874 -0.441975 0 7.873797
7875 -0.4427183 0 7.874797
7876 -0.4434151 0 7.875797
7877 -0.4440684 0 7.876797
7878 -0.4446809 0 7.877797
7879 -0.4452551 0 7.878797
7880 -0.4457934 0 7.879797
7881 -0.446298 0 7.880797
7882 -0.4467711 0 7.881797
7883 -0.4481529 0 7.882797
7884 -0.4494484 0 7.883797
7885 -0.4506629 0 7.884797
7886 -0.4518014 0 7.885797
7887 -0.4528688 0 7.886796
7888 -0.4538695 0 7.887796
7889 -0.4548077 0 7.888796
7890 -0.4556872 0 7.889796
7891 -0.4565118 0 7.890796
7892 -0.4572848 0 7.891796
7893 -0.4580095 0 7.892796
7894 -0.4586889 0 7.893796
7895 -0.4593259 0 7.894796
7896 -0.459923 0 7.895796
7897 -0.4604828 0 7.896796
7898 -0.4610077 0 7.897796
7899 -0.4614997 0 7.898796
7900 -0.4619609 0 7.899796
7901 -0.4623934 0 7.900795
7902 -0.4627988 0 7.901795
7903 -0.4638068 0 7.902795
7904 -0.4647518 0 7.903795
7905 -0.4656377 0 7.904795
7906 -0.4664683 0 7.905795
7907 -0.467247 0 7.906795
7908 -0.467977 0 7.907795
7909 -0.4686613 0 7.908795
7910 -0.469303 0 7.909795
7911 -0.4699044 0 7.910795
7912 -0.4704683 0 7.911795
7913 -0.470997 0 7.912795
7914 -0.4714926 0 7.913795
7915 -0.4719573 0 7.914794
7916 -0.4723929 0 7.915794
7917 -0.4728013 0 7.916794
7918 -0.4731841 0 7.917794
7919 -0.473543 0 7.918794
7920 -0.4738795 0 7.919794
7921 -0.474195 0 7.920794
7922 -0.4744907 0 7.921794
7923 -0.4750596 0 7.922794
7924 -0.4755928 0 7.923794
7925 -0.4760928 0 7.924794
7926 -0.4765615 0 7.925794
7927 -0.4770009 0 7.926794
7928 -0.4774129 0 7.927794
7929 -0.4777991 0 7.928793
7930 -0.4781612 0 7.929793
7931 -0.4785006 0 7.930793
7932 -0.4788188 0 7.931793
7933 -0.4791171 0 7.932793
7934 -0.4793968 0 7.933793
7935 -0.479659 0 7.934793
7936 -0.4799049 0 7.935793
7937 -0.4801353 0 7.936793
7938 -0.4803514 0 7.937793
7939 -0.4805539 0 7.938793
7940 -0.4807438 0 7.939793
7941 -0.4809218 0 7.940793
7942 -0.4810887 0 7.941792
7943 -0.4817505 0 7.942792
7944 -0.4823709 0 7.943792
7945 -0.4829526 0 7.944792
7946 -0.4834979 0 7.945792
7947 -0.4840091 0 7.946792
7948 -0.4844884 0 7.947792
7949 -0.4849377 0 7.948792
7950 -0.485359 0 7.949792
7951 -0.4857538 0 7.950792
7952 -0.4861241 0 7.951792
7953 -0.4864711 0 7.952792
7954 -0.4867966 0 7.953792
7955 -0.4871016 0 7.954792
7956 -0.4873876 0 7.955791
7957 -0.4876557 0 7.956791
7958 -0.4879071 0 7.957791
7959 -0.4881427 0 7.958791
7960 -0.4883637 0 7.959791
7961 -0.4885707 0 7.960791
7962 -0.4887649 0 7.961791
7963 -0.4894684 0 7.962791
7964 -0.4901279 0 7.963791
7965 -0.4907462 0 7.964791
7966 -0.4913258 0 7.965791
7967 -0.4918692 0 7.966791
7968 -0.4923787 0 7.967791
7969 -0.4928563 0 7.968791
7970 -0.4933041 0 7.96979
7971 -0.4937239 0 7.97079
7972 -0.4941174 0 7.97179
7973 -0.4944863 0 7.97279
7974 -0.4948322 0 7.97379
7975 -0.4951565 0 7.97479
7976 -0.4954605 0 7.97579
7977 -0.4957455 0 7.97679
7978 -0.4960127 0 7.97779
7979 -0.4962631 0 7.97879
7980 -0.496498 0 7.97979
7981 -0.4967182 0 7.98079
7982 -0.4969246 0 7.98179
7983 -0.4972314 0 7.98279
7984 -0.497519 0 7.983789
7985 -0.4977887 0 7.984789
7986 -0.4980415 0 7.985789
7987 -0.4982786 0 7.986789
7988 -0.4985008 0 7.987789
7989 -0.4987091 0 7.988789
7990 -0.4989044 0 7.989789
7991 -0.4990875 0 7.990789
7992 -0.4992591 0 7.991789
7993 -0.4994201 0 7.992789
7994 -0.499571 0 7.993789
7995 -0.4997124 0 7.994789
7996 -0.499845 0 7.995789
7997 -0.4999693 0 7.996789
7998 -0.5000858 0 7.997788
7999 -0.5001951 0 7.998788
8000 -0.5002975 0 7.999788
8001 -0.5003935 0 8.000789
8002 -0.5004836 0 8.001789
8003 -0.4999295 0 8.002789
8004 -0.4994102 0 8.00379
8005 -0.4989232 0 8.00479
8006 -0.4984667 0 8.005791
8007 -0.4980387 0 8.006791
8008 -0.4976375 0 8.007792
8009 -0.4972614 0 8.008792
8010 -0.4969087 0 8.009792
8011 -0.4965782 0 8.010793
8012 -0.4962682 0 8.011793
8013 -0.4959776 0 8.012794
8014 -0.4957052 0 8.013794
8015 -0.4954498 0 8.014794
8016 -0.4952104 0 8.015795
8017 -0.494986 0 8.016795
8018 -0.4947755 0 8.017796
8019 -0.4945783 0 8.018796
8020 -0.4943933 0 8.019796
8021 -0.49422 0 8.020797
8022 -0.4940574 0 8.021797
8023 -0.4924075 0 8.022798
8024 -0.4908608 0 8.023798
8025 -0.4894107 0 8.024798
8026 -0.4880513 0 8.025799
8027 -0.4867768 0 8.026799
8028 -0.485582 0 8.0278
8029 -0.4844618 0 8.0288
8030 -0.4834117 0 8.0298
8031 -0.4824272 0 8.030801
8032 -0.4815042 0 8.031801
8033 -0.4806389 0 8.032802
8034 -0.4798277 0 8.033802
8035 -0.4790672 0 8.034802
8036 -0.4783542 0 8.035803
8037 -0.4776858 0 8.036803
8038 -0.4770592 0 8.037804
8039 -0.4764717 0 8.038804
8040 -0.475921 0 8.039804
8041 -0.4754046 0 8.040805
8042 -0.4749206 0 8.041805
8043 -0.4723 0 8.042806
8044 -0.4698431 0 8.043806
8045 -0.4675399 0 8.044806
8046 -0.4653805 0 8.045807
8047 -0.4633561 0 8.046807
8048 -0.4614583 0 8.047808
8049 -0.4596791 0 8.048808
8050 -0.4580111 0 8.049809
8051 -0.4564473 0 8.050809
8052 -0.4549813 0 8.051809
8053 -0.4536068 0 8.05281
8054 -0.4523184 0 8.05381
8055 -0.4511104 0 8.054811
8056 -0.4499779 0 8.055811
8057 -0.4489162 0 8.056811
8058 -0.4479209 0 8.057812
8059 -0.4469877 0 8.058812
8060 -0.4461129 0 8.059813
8061 -0.4452928 0 8.060813
8062 -0.4445239 0 8.061813
8063 -0.4413594 0 8.062814
8064 -0.4383926 0 8.063814
8065 -0.4356113 0 8.064815
8066 -0.4330038 0 8.065815
8067 -0.4305593 0 8.066815
8068 -0.4282675 0 8.067816
8069 -0.426119 0 8.068816
8070 -0.4241048 0 8.069817
8071 -0.4222164 0 8.070817
8072 -0.4204461 0 8.071817
8073 -0.4187865 0 8.072818
8074 -0.4172305 0 8.073818
8075 -0.4157718 0 8.074819
8076 -0.4144043 0 8.075819
8077 -0.4131222 0 8.076819
8078 -0.4119203 0 8.07782
8079 -0.4107935 0 8.07882
8080 -0.4097371 0 8.079821
8081 -0.4087468 0 8.080821
8082 -0.4078183 0 8.081821
8083 -0.4054667 0 8.082822
8084 -0.4032622 0 8.083822
8085 -0.4011954 0 8.084823
8086 -0.3992577 0 8.085823
8087 -0.3974412 0 8.086823
8088 -0.3957382 0 8.087824
8089 -0.3941417 0 8.088824
8090 -0.3926449 0 8.089825
8091 -0.3912417 0 8.090825
8092 -0.3899262 0 8.091825
8093 -0.3886929 0 8.092826
8094 -0.3875367 0 8.093826
8095 -0.3864527 0 8.094827
8096 -0.3854365 0 8.095827
8097 -0.3844838 0 8.096828
8098 -0.3835907 0 8.097828
8099 -0.3827533 0 8.098828
8100 -0.3819683 0 8.099829
8101 -0.3812324 0 8.100829
8102 -0.3805425 0 8.10183
8103 -0.3803548 0 8.10283
8104 -0.3801789 0 8.10383
8105 -0.380014 0 8.104831
8106 -0.3798594 0 8.105831
8107 -0.3797145 0 8.106832
8108 -0.3795786 0 8.107832
8109 -0.3794512 0 8.108832
8110 -0.3793318 0 8.109833
8111 -0.3792199 0 8.110833
8112 -0.3791149 0 8.111834
8113 -0.3790165 0 8.112834
8114 -0.3789243 0 8.113834
8115 -0.3788377 0 8.114835
8116 -0.3787566 0 8.115835
8117 -0.3786806 0 8.116836
8118 -0.3786094 0 8.117836
8119 -0.3785426 0 8.118836
8120 -0.37848 0 8.119837
8121 -0.3784212 0 8.120837
8122 -0.3783662 0 8.121838
8123 -0.3795493 0 8.122838
8124 -0.3806585 0 8.123838
8125 -0.3816984 0 8.124839
8126 -0.3826733 0 8.125839
8127 -0.3835873 0 8.12684
8128 -0.3844441 0 8.12784
8129 -0.3852474 0 8.12884
8130 -0.3860005 0 8.129841
8131 -0.3867065 0 8.130841
8132 -0.3873684 0 8.131842
8133 -0.3879889 0 8.132842
8134 -0.3885706 0 8.133842
8135 -0.389116 0 8.134843
8136 -0.3896273 0 8.135843
8137 -0.3901066 0 8.136844
8138 -0.390556 0 8.137844
8139 -0.3909773 0 8.138844
8140 -0.3913723 0 8.139845
8141 -0.3917425 0 8.140845
8142 -0.3920897 0 8.141846
8143 -0.3937335 0 8.142846
8144 -0.3952745 0 8.143847
8145 -0.3967193 0 8.144847
8146 -0.3980737 0 8.145847
8147 -0.3993435 0 8.146848
8148 -0.4005339 0 8.147848
8149 -0.40165 0 8.148849
8150 -0.4026962 0 8.149849
8151 -0.4036771 0 8.150849
8152 -0.4045967 0 8.15185
8153 -0.4054588 0 8.15285
8154 -0.406267 0 8.153851
8155 -0.4070247 0 8.154851
8156 -0.4077351 0 8.155851
8157 -0.408401 0 8.156852
8158 -0.4090254 0 8.157852
8159 -0.4096107 0 8.158853
8160 -0.4101594 0 8.159853
8161 -0.4106739 0 8.160853
8162 -0.4111561 0 8.161854
8163 -0.4128329 0 8.162854
8164 -0.4144049 0 8.163855
8165 -0.4158787 0 8.164855
8166 -0.4172603 0 8.165855
8167 -0.4185556 0 8.166856
8168 -0.4197699 0 8.167856
8169 -0.4209083 0 8.168857
8170 -0.4219756 0 8.169857
8171 -0.4229762 0 8.170857
8172 -0.4239142 0 8.171858
8173 -0.4247936 0 8.172858
8174 -0.4256181 0 8.173859
8175 -0.4263909 0 8.174859
8176 -0.4271156 0 8.175859
8177 -0.4277949 0 8.17686
8178 -0.4284317 0 8.17786
8179 -0.4290288 0 8.178861
8180 -0.4295886 0 8.179861
8181 -0.4301133 0 8.180861
8182 -0.4306053 0 8.181862
8183 -0.4321981 0 8.182862
8184 -0.4336915 0 8.183863
8185 -0.4350914 0 8.184863
8186 -0.436404 0 8.185863
8187 -0.4376344 0 8.186864
8188 -0.4387879 0 8.187864
8189 -0.4398694 0 8.188865
8190 -0.4408832 0 8.189865
8191 -0.4418338 0 8.190866
8192 -0.4427249 0 8.191866
8193 -0.4435603 0 8.192866
8194 -0.4443434 0 8.193867
8195 -0.4450777 0 8.194867
8196 -0.445766 0 8.195868
8197 -0.4464113 0 8.196868
8198 -0.4470164 0 8.197868
8199 -0.4475835 0 8.198869
8200 -0.4481153 0 8.199869
8201 -0.4486138 0 8.20087
8202 -0.4490811 0 8.20187
8203 -0.4504176 0 8.20287
8204 -0.4516706 0 8.203871
8205 -0.4528454 0 8.204871
8206 -0.4539467 0 8.205872
8207 -0.4549791 0 8.206872
8208 -0.455947 0 8.207872
8209 -0.4568544 0 8.208873
8210 -0.4577051 0 8.209873
8211 -0.4585027 0 8.210874
8212 -0.4592504 0 8.211874
8213 -0.4599514 0 8.212874
8214 -0.4606085 0 8.213875
8215 -0.4612246 0 8.214875
8216 -0.4618022 0 8.215876
8217 -0.4623436 0 8.216876
8218 -0.4628513 0 8.217876
8219 -0.4633272 0 8.218877
8220 -0.4637734 0 8.219877
8221 -0.4641917 0 8.220878
8222 -0.4645838 0 8.221878
8223 -0.465534 0 8.222878
8224 -0.4664249 0 8.223879
8225 -0.4672601 0 8.224879
8226 -0.468043 0 8.22588
8227 -0.4687771 0 8.22688
8228 -0.4694653 0 8.22788
8229 -0.4701104 0 8.228881
8230 -0.4707152 0 8.229881
8231 -0.4712823 0 8.230882
8232 -0.4718139 0 8.231882
8233 -0.4723122 0 8.232882
8234 -0.4727794 0 8.233883
8235 -0.4732175 0 8.234883
8236 -0.4736281 0 8.235884
8237 -0.4740131 0 8.236884
8238 -0.474374 0 8.237885
8239 -0.4747123 0 8.238885
8240 -0.4750295 0 8.239885
8241 -0.475327 0 8.240886
8242 -0.4756057 0 8.241886
8243 -0.4761386 0 8.242887
8244 -0.4766381 0 8.243887
8245 -0.4771065 0 8.244887
8246 -0.4775456 0 8.245888
8247 -0.4779572 0 8.246888
8248 -0.4783431 0 8.247889
