Name;Episode;Step;Drag;lift
Simu_M005_NbAct100_lift;1;8300;0.1381168;0.04609327
Simu_M005_NbAct100_lift;1;8320;0.1372586;0.03584162
Simu_M005_NbAct100_lift;1;8340;0.137158;0.02493377
Simu_M005_NbAct100_lift;1;8360;0.138028;0.01506047
Simu_M005_NbAct100_lift;1;8380;0.1396897;0.007853023
Simu_M005_NbAct100_lift;1;8400;0.14158;0.004345161
Simu_M005_NbAct100_lift;1;8420;0.1429191;0.005275056
Simu_M005_NbAct100_lift;1;8440;0.143277;0.01043658
Simu_M005_NbAct100_lift;1;8460;0.1429844;0.01881716
Simu_M005_NbAct100_lift;1;8480;0.1424025;0.02920106
Simu_M005_NbAct100_lift;1;8500;0.1418558;0.04005238
Simu_M005_NbAct100_lift;1;8520;0.1414705;0.04968631
Simu_M005_NbAct100_lift;1;8540;0.1412067;0.0566385
Simu_M005_NbAct100_lift;1;8560;0.1408803;0.05972897
Simu_M005_NbAct100_lift;1;8580;0.1402403;0.05848464
Simu_M005_NbAct100_lift;1;8600;0.1391503;0.05326798
Simu_M005_NbAct100_lift;1;8620;0.1379765;0.04484462
Simu_M005_NbAct100_lift;1;8640;0.1371977;0.03440487
Simu_M005_NbAct100_lift;1;8660;0.1372171;0.02353817
Simu_M005_NbAct100_lift;1;8680;0.1382097;0.01393434
Simu_M005_NbAct100_lift;1;8700;0.1399436;0.007162791
Simu_M005_NbAct100_lift;1;8720;0.141812;0.004204248
Simu_M005_NbAct100_lift;1;8740;0.1430144;0.005733515
Simu_M005_NbAct100_lift;1;8760;0.1432674;0.01137228
Simu_M005_NbAct100_lift;1;8780;0.1429134;0.02009755
Simu_M005_NbAct100_lift;1;8800;0.1423205;0.0306396
Simu_M005_NbAct100_lift;1;8820;0.141795;0.041423
Simu_M005_NbAct100_lift;1;8840;0.1414329;0.05079526
Simu_M005_NbAct100_lift;1;8860;0.1411738;0.05727938
Simu_M005_NbAct100_lift;1;8880;0.1408056;0.05975213
Simu_M005_NbAct100_lift;1;8900;0.1401156;0.0580247
Simu_M005_NbAct100_lift;1;8920;0.1389933;0.05232479
Simu_M005_NbAct100_lift;1;8940;0.1378399;0.04356281
Simu_M005_NbAct100_lift;1;8960;0.1371455;0.03296858
Simu_M005_NbAct100_lift;1;8980;0.1372909;0.02216917
Simu_M005_NbAct100_lift;1;9000;0.1384009;0.01285239
Simu_M005_NbAct100_lift;1;9020;0.1401915;0.006529049
Simu_M005_NbAct100_lift;1;9040;0.1420279;0.004142892
Simu_M005_NbAct100_lift;1;9060;0.1430921;0.006267575
Simu_M005_NbAct100_lift;1;9080;0.1432473;0.01237184
Simu_M005_NbAct100_lift;1;9100;0.1428417;0.0214121
Simu_M005_NbAct100_lift;1;9120;0.1422456;0.03207511
Simu_M005_NbAct100_lift;1;9140;0.1417408;0.04277672
Simu_M005_NbAct100_lift;1;9160;0.1413945;0.0518444
Simu_M005_NbAct100_lift;1;9180;0.1411384;0.0578541
Simu_M005_NbAct100_lift;1;9200;0.1407395;0.0597748
Simu_M005_NbAct100_lift;1;9220;0.1399831;0.05748579
Simu_M005_NbAct100_lift;1;9240;0.1388311;0.05132702
Simu_M005_NbAct100_lift;1;9260;0.1377093;0.04224721
Simu_M005_NbAct100_lift;1;9280;0.1371093;0.03152623
Simu_M005_NbAct100_lift;1;9300;0.1373863;0.02082879
Simu_M005_NbAct100_lift;1;9320;0.1386048;0.0118289
Simu_M005_NbAct100_lift;1;9340;0.1404369;0.005935211
Simu_M005_NbAct100_lift;1;9360;0.1422225;0.004137451
Simu_M005_NbAct100_lift;1;9380;0.1431556;0.006865982
Simu_M005_NbAct100_lift;1;9400;0.1432162;0.0134173
Simu_M005_NbAct100_lift;1;9420;0.1427674;0.02275695
Simu_M005_NbAct100_lift;1;9440;0.1421714;0.03351316
Simu_M005_NbAct100_lift;1;9460;0.1416869;0.04409272
Simu_M005_NbAct100_lift;1;9480;0.1413549;0.0528411
Simu_M005_NbAct100_lift;1;9500;0.141098;0.05834097
Simu_M005_NbAct100_lift;1;9520;0.1406737;0.05973686
Simu_M005_NbAct100_lift;1;9540;0.1398451;0.0568831
Simu_M005_NbAct100_lift;1;9560;0.1386694;0.05027224
Simu_M005_NbAct100_lift;1;9580;0.1375879;0.04090202
Simu_M005_NbAct100_lift;1;9600;0.1370884;0.03008604
Simu_M005_NbAct100_lift;1;9620;0.137494;0.01951323
Simu_M005_NbAct100_lift;1;9640;0.1388233;0.01089467
Simu_M005_NbAct100_lift;1;9660;0.1407004;0.005495309
Simu_M005_NbAct100_lift;1;9680;0.1424174;0.004277577
Simu_M005_NbAct100_lift;1;9700;0.1432111;0.00753849
Simu_M005_NbAct100_lift;1;9720;0.1431796;0.0145156
Simu_M005_NbAct100_lift;1;9740;0.1426901;0.02412757
Simu_M005_NbAct100_lift;1;9760;0.142097;0.03494895
Simu_M005_NbAct100_lift;1;9780;0.1416352;0.04537809
Simu_M005_NbAct100_lift;1;9800;0.1413221;0.05377335
Simu_M005_NbAct100_lift;1;9820;0.1410545;0.05876485
Simu_M005_NbAct100_lift;1;9840;0.1405966;0.05959333
Simu_M005_NbAct100_lift;1;9860;0.1397016;0.056206
Simu_M005_NbAct100_lift;1;9880;0.1385076;0.04916753
Simu_M005_NbAct100_lift;1;9900;0.137479;0.03952115
Simu_M005_NbAct100_lift;1;9920;0.137083;0.02864094
Simu_M005_NbAct100_lift;1;9940;0.1376206;0.01823153
Simu_M005_NbAct100_lift;1;9960;0.1390445;0.009936808
Simu_M005_NbAct100_lift;1;9980;0.1409507;0.00508236
Simu_M005_NbAct100_lift;1;10000;0.1425774;0.004426157
Simu_M005_NbAct100_lift;1;10020;0.1432494;0.008271798
Simu_M005_NbAct100_lift;1;10040;0.1431331;0.01565841
Simu_M005_NbAct100_lift;1;10060;0.1426105;0.02551685
Simu_M005_NbAct100_lift;1;10080;0.1420248;0.03637941
Simu_M005_NbAct100_lift;1;10100;0.1415812;0.04659135
Simu_M005_NbAct100_lift;1;10120;0.141288;0.05464959
Simu_M005_NbAct100_lift;1;10140;0.1410067;0.05910814
Simu_M005_NbAct100_lift;1;10160;0.1405069;0.05937856
Simu_M005_NbAct100_lift;1;10180;0.139553;0.05546503
Simu_M005_NbAct100_lift;1;10200;0.138354;0.04801971
Simu_M005_NbAct100_lift;1;10220;0.1373841;0.03811999
Simu_M005_NbAct100_lift;1;10240;0.1370978;0.02720657
Simu_M005_NbAct100_lift;1;10260;0.1377663;0.01698968
Simu_M005_NbAct100_lift;1;10280;0.1392868;0.00912185
Simu_M005_NbAct100_lift;1;10300;0.1411973;0.00473777
Simu_M005_NbAct100_lift;1;10320;0.1427335;0.004720917
Simu_M005_NbAct100_lift;1;10340;0.1432687;0.009057743
Simu_M005_NbAct100_lift;1;10360;0.1430812;0.01684777
Simu_M005_NbAct100_lift;1;10380;0.1425325;0.0269269
Simu_M005_NbAct100_lift;1;10400;0.141958;0.03780493
Simu_M005_NbAct100_lift;1;10420;0.1415377;0.04782184
Simu_M005_NbAct100_lift;1;10440;0.1412556;0.05547094
Simu_M005_NbAct100_lift;1;10460;0.1409567;0.05938458
Simu_M005_NbAct100_lift;1;10480;0.140415;0.05909821
Simu_M005_NbAct100_lift;1;10500;0.1393991;0.05466555
Simu_M005_NbAct100_lift;1;10520;0.1382043;0.04682469
Simu_M005_NbAct100_lift;1;10540;0.1373006;0.03669902
Simu_M005_NbAct100_lift;1;10560;0.1371302;0.02577922
Simu_M005_NbAct100_lift;1;10580;0.1379252;0.01577014
Simu_M005_NbAct100_lift;1;10600;0.139536;0.008310281
Simu_M005_NbAct100_lift;1;10620;0.1414369;0.004476133
Simu_M005_NbAct100_lift;1;10640;0.1428539;0.005031981
Simu_M005_NbAct100_lift;1;10660;0.1432782;0.009902406
Simu_M005_NbAct100_lift;1;10680;0.1430225;0.01806662
Simu_M005_NbAct100_lift;1;10700;0.1424496;0.02834747
Simu_M005_NbAct100_lift;1;10720;0.1418939;0.03921733
Simu_M005_NbAct100_lift;1;10740;0.1414991;0.04903619
Simu_M005_NbAct100_lift;1;10760;0.1412231;0.05621721
Simu_M005_NbAct100_lift;1;10780;0.1409052;0.05958743
Simu_M005_NbAct100_lift;1;10800;0.1403049;0.05873513
Simu_M005_NbAct100_lift;1;10820;0.1392438;0.05380803
Simu_M005_NbAct100_lift;1;10840;0.1380594;0.04559758
Simu_M005_NbAct100_lift;1;10860;0.1372322;0.03526684
Simu_M005_NbAct100_lift;1;10880;0.1371794;0.02437479
Simu_M005_NbAct100_lift;1;10900;0.1380987;0.01461185
Simu_M005_NbAct100_lift;1;10920;0.1397876;0.007568441
Simu_M005_NbAct100_lift;1;10940;0.1416762;0.004291653
Simu_M005_NbAct100_lift;1;10960;0.1429584;0.005445285
Simu_M005_NbAct100_lift;1;10980;0.1432745;0.01080469
Simu_M005_NbAct100_lift;1;11000;0.1429575;0.01932468
Simu_M005_NbAct100_lift;1;11020;0.1423709;0.0297741
Simu_M005_NbAct100_lift;1;11040;0.1418314;0.04060519
Simu_M005_NbAct100_lift;1;11060;0.1414575;0.05013524
Simu_M005_NbAct100_lift;1;11080;0.1411949;0.05690327
Simu_M005_NbAct100_lift;1;11100;0.1408517;0.05974947
Simu_M005_NbAct100_lift;1;11120;0.1401938;0.05830844
Simu_M005_NbAct100_lift;1;11140;0.1390884;0.0529002
Simu_M005_NbAct100_lift;1;11160;0.137921;0.04433638
Simu_M005_NbAct100_lift;1;11180;0.1371758;0.03383104
Simu_M005_NbAct100_lift;1;11200;0.1372452;0.02299099
Simu_M005_NbAct100_lift;1;11220;0.1382837;0.01349321
Simu_M005_NbAct100_lift;1;11240;0.1400402;0.006901864
Simu_M005_NbAct100_lift;1;11260;0.1418994;0.004168469
Simu_M005_NbAct100_lift;1;11280;0.143049;0.005939876
Simu_M005_NbAct100_lift;1;11300;0.143262;0.01176924
Simu_M005_NbAct100_lift;1;11320;0.1428856;0.02061833
Simu_M005_NbAct100_lift;1;11340;0.1422921;0.03120646
Simu_M005_NbAct100_lift;1;11360;0.141775;0.04197476
Simu_M005_NbAct100_lift;1;11380;0.1414136;0.05121606
Simu_M005_NbAct100_lift;1;11400;0.1411683;0.05756143
Simu_M005_NbAct100_lift;1;11420;0.1407845;0.05978251
Simu_M005_NbAct100_lift;1;11440;0.1400628;0.0578193
Simu_M005_NbAct100_lift;1;11460;0.1389272;0.051931
Simu_M005_NbAct100_lift;1;11480;0.1377857;0.04304069
Simu_M005_NbAct100_lift;1;11500;0.1371294;0.03239194
Simu_M005_NbAct100_lift;1;11520;0.1373276;0.02163003
Simu_M005_NbAct100_lift;1;11540;0.138478;0.01243837
Simu_M005_NbAct100_lift;1;11560;0.1402934;0.006305485
Simu_M005_NbAct100_lift;1;11580;0.1420992;0.004108657
Simu_M005_NbAct100_lift;1;11600;0.1431212;0.006501438
Simu_M005_NbAct100_lift;1;11620;0.143236;0.01278489
Simu_M005_NbAct100_lift;1;11640;0.1428115;0.02194811
Simu_M005_NbAct100_lift;1;11660;0.1422153;0.03265232
Simu_M005_NbAct100_lift;1;11680;0.1417181;0.0433073
Simu_M005_NbAct100_lift;1;11700;0.1413808;0.05225431
Simu_M005_NbAct100_lift;1;11720;0.1411231;0.05805866
Simu_M005_NbAct100_lift;1;11740;0.140711;0.05975648
Simu_M005_NbAct100_lift;1;11760;0.1399278;0.05726105
Simu_M005_NbAct100_lift;1;11780;0.1387661;0.05090879
Simu_M005_NbAct100_lift;1;11800;0.1376593;0.04170927
Simu_M005_NbAct100_lift;1;11820;0.137099;0.03094573
Simu_M005_NbAct100_lift;1;11840;0.1374277;0.02029712
Simu_M005_NbAct100_lift;1;11860;0.1386895;0.01143203
Simu_M005_NbAct100_lift;1;11880;0.1405503;0.005774577
Simu_M005_NbAct100_lift;1;11900;0.1423106;0.004218564
Simu_M005_NbAct100_lift;1;11920;0.1431818;0.007132226
Simu_M005_NbAct100_lift;1;11940;0.1432023;0.01385295
Simu_M005_NbAct100_lift;1;11960;0.1427358;0.02330234
Simu_M005_NbAct100_lift;1;11980;0.1421429;0.03408939
